condition,split,protein,protein_length,eligible_start_index_0based,eligible_end_index_0based_exclusive,terminal_exclusion_used,n_flexibility_supporting_bands,n_rigidity_supporting_bands,n_total_bands,profile_identity_max_abs_error
esm3_frozen_bilstm_attn,train,5ja5_A,209,1,208,0,4,4,8,4.0698329151211965e-09
esm3_frozen_bilstm_attn,train,5jak_A,151,1,150,0,5,4,9,1.036587393699051e-08
esm3_frozen_bilstm_attn,train,5jbg_A,680,1,679,0,19,18,37,1.8437560367345895e-09
esm3_frozen_bilstm_attn,train,5jca_S,284,1,283,0,7,6,13,5.720341533788087e-09
esm3_frozen_bilstm_attn,train,5jx1_A,75,1,74,0,2,1,3,1.4738186671081621e-08
esm3_frozen_bilstm_attn,train,5kdv_A,891,1,890,0,24,23,47,1.954089334788023e-09
esm3_frozen_bilstm_attn,train,5kdw_B,885,1,884,0,24,23,47,1.2360912293729598e-09
esm3_frozen_bilstm_attn,train,5klh_A,231,1,230,0,6,5,11,1.3952624167146155e-08
esm3_frozen_bilstm_attn,train,5kwb_A,371,1,370,0,8,7,15,1.2481766731298194e-09
esm3_frozen_bilstm_attn,train,5l87_A,69,1,68,0,1,2,3,1.654694692376779e-08
esm3_frozen_bilstm_attn,train,5lpa_A,270,1,269,0,9,10,19,3.5812401932844296e-09
esm3_frozen_bilstm_attn,train,5ltj_A,714,1,713,0,22,22,44,1.9123227446016244e-09
esm3_frozen_bilstm_attn,train,5m1m_A,155,1,154,0,4,4,8,1.920312575620642e-09
esm3_frozen_bilstm_attn,train,5m45_K,717,1,716,0,19,18,37,2.3172455065889608e-09
esm3_frozen_bilstm_attn,train,5mdu_A,157,1,156,0,3,3,6,7.299175486252807e-09
esm3_frozen_bilstm_attn,train,5mux_B,472,1,471,0,13,12,25,7.066383922449404e-09
esm3_frozen_bilstm_attn,train,5n0n_A,410,1,409,0,13,13,26,6.850768841104582e-09
esm3_frozen_bilstm_attn,train,5n0s_A,410,1,409,0,11,11,22,1.4118445079702724e-08
esm3_frozen_bilstm_attn,train,5n6y_C,113,1,112,0,3,3,6,4.7385997348214914e-09
esm3_frozen_bilstm_attn,train,5ngd_B,417,1,416,0,9,8,17,4.493417193884852e-09
esm3_frozen_bilstm_attn,train,5nir_A,74,1,73,0,3,2,5,7.153156733608057e-09
esm3_frozen_bilstm_attn,train,5njc_D,450,1,449,0,12,11,23,6.167702792936325e-09
esm3_frozen_bilstm_attn,train,5njl_A,295,1,294,0,9,10,19,2.34517782971011e-09
esm3_frozen_bilstm_attn,train,5noh_A,103,1,102,0,3,2,5,4.666588893087464e-09
esm3_frozen_bilstm_attn,train,5o5s_A,131,1,130,0,3,2,5,6.89597268177522e-09
esm3_frozen_bilstm_attn,train,5oh5_A,283,1,282,0,6,5,11,1.6866599228393397e-09
esm3_frozen_bilstm_attn,train,5ok6_A,230,1,229,0,5,4,9,1.720738218580209e-09
esm3_frozen_bilstm_attn,train,5ol4_A,100,1,99,0,1,1,2,6.0754188346834326e-09
esm3_frozen_bilstm_attn,train,5pal_A,109,1,108,0,3,3,6,1.9463797684693418e-08
esm3_frozen_bilstm_attn,train,5t2p_B,155,1,154,0,3,3,6,5.6072810838969644e-09
esm3_frozen_bilstm_attn,train,5t76_A,215,1,214,0,5,6,11,4.189386615394142e-09
esm3_frozen_bilstm_attn,train,5ul3_A,744,1,743,0,21,20,41,2.4666138020990047e-09
esm3_frozen_bilstm_attn,train,5v03_B,102,1,101,0,1,2,3,2.7732820484516196e-09
esm3_frozen_bilstm_attn,train,5v7m_A,265,1,264,0,8,7,15,1.0688651741475041e-08
esm3_frozen_bilstm_attn,train,5vap_A,112,1,111,0,2,3,5,4.342919357469555e-09
esm3_frozen_bilstm_attn,train,5w4a_B,216,1,215,0,6,6,12,7.64492957827656e-09
esm3_frozen_bilstm_attn,train,5w53_B,307,1,306,0,5,4,9,9.427512104309699e-10
esm3_frozen_bilstm_attn,train,5w5c_A,40,1,39,0,1,0,1,5.377141398810181e-09
esm3_frozen_bilstm_attn,train,5w82_E,103,1,102,0,1,0,1,4.829010080698026e-09
esm3_frozen_bilstm_attn,train,5wfy_A,136,1,135,0,4,3,7,5.687299520218403e-09
esm3_frozen_bilstm_attn,train,5ws1_A,352,1,351,0,8,8,16,7.884183972350911e-09
esm3_frozen_bilstm_attn,train,5wvo_C,250,1,249,0,5,4,9,2.4707189627548587e-09
esm3_frozen_bilstm_attn,train,5x1e_D,111,1,110,0,2,1,3,5.1034882986300545e-09
esm3_frozen_bilstm_attn,train,5x1u_B,208,1,207,0,4,3,7,1.8399433088234218e-09
esm3_frozen_bilstm_attn,train,5xbc_B,118,1,117,0,4,3,7,6.707105093539667e-09
esm3_frozen_bilstm_attn,train,5xct_B,163,1,162,0,4,3,7,9.440783266256858e-09
esm3_frozen_bilstm_attn,train,5ydn_A,109,1,108,0,3,3,6,2.5091463129456315e-08
esm3_frozen_bilstm_attn,train,5ygh_A,76,1,75,0,0,1,1,3.973095630271928e-09
esm3_frozen_bilstm_attn,train,5yrv_I,137,1,136,0,4,4,8,7.196713003310151e-09
esm3_frozen_bilstm_attn,train,5z42_A,102,1,101,0,2,2,4,4.774420858666417e-09
esm3_frozen_bilstm_attn,train,5z51_A,162,1,161,0,4,4,8,1.0102353620311533e-08
esm3_frozen_bilstm_attn,train,5zlq_A,162,1,161,0,4,3,7,3.141398252637373e-09
esm3_frozen_bilstm_attn,train,5zmo_A,172,1,171,0,3,3,6,2.2220688622454077e-09
esm3_frozen_bilstm_attn,train,6a9a_A,246,1,245,0,6,6,12,6.554042641937485e-09
esm3_frozen_bilstm_attn,train,6anz_A,146,1,145,0,5,4,9,3.7223220061832762e-09
esm3_frozen_bilstm_attn,train,6ao8_A,580,1,579,0,17,17,34,4.082117754933279e-09
esm3_frozen_bilstm_attn,train,6b1z_A,511,1,510,0,11,12,23,2.723258063497269e-09
esm3_frozen_bilstm_attn,train,6bk4_A,124,1,123,0,3,3,6,8.11219091900739e-09
esm3_frozen_bilstm_attn,train,6bn0_A,79,1,78,0,1,2,3,9.300602066275587e-09
esm3_frozen_bilstm_attn,train,6bwq_A,149,1,148,0,4,4,8,1.2389390846578863e-08
esm3_frozen_bilstm_attn,train,6c0h_A,121,1,120,0,4,3,7,4.56726212405556e-09
esm3_frozen_bilstm_attn,train,6c62_C,68,1,67,0,1,0,1,5.9745626224128046e-09
esm3_frozen_bilstm_attn,train,6cb7_A,122,1,121,0,3,2,5,4.5902919243445695e-09
esm3_frozen_bilstm_attn,train,6cka_B,68,1,67,0,1,1,2,3.2841362962443554e-09
esm3_frozen_bilstm_attn,train,6crk_G,71,1,70,0,1,0,1,6.564357057925463e-09
esm3_frozen_bilstm_attn,train,6d7y_A,96,1,95,0,3,2,5,5.480567111249002e-09
esm3_frozen_bilstm_attn,train,6d7y_B,155,1,154,0,4,4,8,2.3391187875532182e-09
esm3_frozen_bilstm_attn,train,6dgk_B,120,1,119,0,3,3,6,3.943562587593874e-09
esm3_frozen_bilstm_attn,train,6dlm_A,75,1,74,0,1,1,2,3.0467490752528192e-09
esm3_frozen_bilstm_attn,train,6dnm_A,190,1,189,0,5,4,9,7.357229714344271e-09
esm3_frozen_bilstm_attn,train,6e33_A,61,1,60,0,1,1,2,5.345019982172516e-09
esm3_frozen_bilstm_attn,train,6e5y_A,448,1,447,0,8,7,15,1.419152440007565e-08
esm3_frozen_bilstm_attn,train,6e7e_A,169,1,168,0,5,4,9,1.3871666038056674e-09
esm3_frozen_bilstm_attn,train,6eof_A,522,1,521,0,16,16,32,7.167610505121047e-09
esm3_frozen_bilstm_attn,train,6eu8_A,196,1,195,0,5,4,9,6.54748255612958e-09
esm3_frozen_bilstm_attn,train,6f45_D,249,1,248,0,9,8,17,3.960428984761677e-09
esm3_frozen_bilstm_attn,train,6fc0_B,81,1,80,0,2,1,3,4.992773305900755e-09
esm3_frozen_bilstm_attn,train,6fsw_A,236,1,235,0,7,7,14,2.5828654770521098e-09
esm3_frozen_bilstm_attn,train,6fub_B,93,1,92,0,2,2,4,4.677144005427181e-09
esm3_frozen_bilstm_attn,train,6gfx_C,160,1,159,0,5,3,8,3.6543532644373045e-09
esm3_frozen_bilstm_attn,train,6gus_A,155,1,154,0,4,4,8,1.0013888385174141e-08
esm3_frozen_bilstm_attn,train,6h49_A,157,1,156,0,2,3,5,3.874706555606622e-09
esm3_frozen_bilstm_attn,train,6h86_A,88,1,87,0,2,1,3,3.868733111644929e-09
esm3_frozen_bilstm_attn,train,6hem_A,303,1,302,0,8,7,15,6.070878910691135e-09
esm3_frozen_bilstm_attn,train,6iah_A,240,1,239,0,8,8,16,4.22260959531684e-09
esm3_frozen_bilstm_attn,train,6idx_A,524,1,523,0,14,13,27,1.2376609737074773e-09
esm3_frozen_bilstm_attn,train,6in7_A,81,1,80,0,2,2,4,9.325638483659304e-09
esm3_frozen_bilstm_attn,train,6irx_A,496,1,495,0,13,13,26,1.4355712174562996e-09
esm3_frozen_bilstm_attn,train,6jpt_A,122,1,121,0,4,4,8,1.557007678343325e-08
esm3_frozen_bilstm_attn,train,6jv8_A,76,1,75,0,2,1,3,2.9482323249396813e-09
esm3_frozen_bilstm_attn,train,6jwh_A,473,1,472,0,15,13,28,1.9749000212954115e-09
esm3_frozen_bilstm_attn,train,6l34_A,68,1,67,0,1,2,3,9.570144676729342e-09
esm3_frozen_bilstm_attn,train,6l3r_E,669,1,668,0,20,20,40,5.312504214316505e-09
esm3_frozen_bilstm_attn,train,6l4l_A,281,1,280,0,10,9,19,3.920578528493479e-09
esm3_frozen_bilstm_attn,train,6l4p_B,145,1,144,0,3,3,6,3.082646304886083e-09
esm3_frozen_bilstm_attn,train,6l8s_A,650,1,649,0,17,15,32,9.497183039997026e-10
esm3_frozen_bilstm_attn,train,6lrd_A,705,1,704,0,19,20,39,5.129876967657765e-09
esm3_frozen_bilstm_attn,train,6lus_A,133,1,132,0,4,4,8,3.7930973917355004e-09
esm3_frozen_bilstm_attn,train,6mdw_A,194,1,193,0,5,4,9,1.9785698412988495e-08
esm3_frozen_bilstm_attn,train,6o2v_A,135,1,134,0,5,5,10,4.976885570329159e-09
esm3_frozen_bilstm_attn,train,6odd_B,74,1,73,0,2,2,4,8.223294045706098e-09
esm3_frozen_bilstm_attn,train,6okd_C,51,1,50,0,1,1,2,9.96735938230131e-09
esm3_frozen_bilstm_attn,train,6ono_C,76,1,75,0,3,2,5,1.4076642962379537e-08
esm3_frozen_bilstm_attn,train,6ovk_R,219,1,218,0,8,7,15,9.300034520265399e-09
esm3_frozen_bilstm_attn,train,6oz1_A,643,1,642,0,19,19,38,3.734253795073528e-09
esm3_frozen_bilstm_attn,train,6p5h_A,105,1,104,0,3,2,5,4.2829602087124385e-09
esm3_frozen_bilstm_attn,train,6p5x_B,457,1,456,0,12,10,22,7.895270215385608e-09
esm3_frozen_bilstm_attn,train,6pce_B,70,1,69,0,1,2,3,7.297406234840764e-09
esm3_frozen_bilstm_attn,train,6pnv_A,411,1,410,0,18,17,35,4.0193368633367754e-09
esm3_frozen_bilstm_attn,train,6pxz_B,104,1,103,0,2,3,5,3.713046758946348e-09
esm3_frozen_bilstm_attn,train,6q9c_B,418,1,417,0,10,9,19,6.760397130989304e-09
esm3_frozen_bilstm_attn,train,6qj0_A,412,1,411,0,7,8,15,3.1352351825830738e-09
esm3_frozen_bilstm_attn,train,6ro6_A,58,1,57,0,2,1,3,1.1037482039455426e-08
esm3_frozen_bilstm_attn,train,6rrv_A,127,1,126,0,3,3,6,5.297366101331136e-09
esm3_frozen_bilstm_attn,train,6rwt_A,184,1,183,0,3,4,7,3.16875925499005e-09
esm3_frozen_bilstm_attn,train,6tgk_C,105,1,104,0,2,1,3,3.571733486751327e-08
esm3_frozen_bilstm_attn,train,6tly_A,99,1,98,0,5,3,8,2.43635440710932e-08
esm3_frozen_bilstm_attn,train,6vjg_A,110,1,109,0,3,2,5,4.393200470076408e-09
esm3_frozen_bilstm_attn,train,6xb3_H,241,1,240,0,5,5,10,2.7592790274866275e-09
esm3_frozen_bilstm_attn,train,6y2x_A,235,1,234,0,8,7,15,5.138826253414663e-09
esm3_frozen_bilstm_attn,train,6yhu_B,117,1,116,0,3,2,5,4.2628407470601815e-09
esm3_frozen_bilstm_attn,train,6zsl_B,603,1,602,0,19,18,37,1.7313467326474097e-09
esm3_frozen_bilstm_attn,train,7a66_B,86,1,85,0,1,1,2,6.603753099909682e-09
esm3_frozen_bilstm_attn,train,7aqx_A,364,1,363,0,7,6,13,1.7283442454996134e-09
esm3_frozen_bilstm_attn,train,7asg_A,594,1,593,0,19,18,37,1.973722518755494e-09
esm3_frozen_bilstm_attn,train,7buy_A,306,1,305,0,10,10,20,2.120415842910006e-09
esm3_frozen_bilstm_attn,train,7bwf_B,92,1,91,0,4,3,7,9.289820024349638e-09
esm3_frozen_bilstm_attn,train,7c45_A,302,1,301,0,9,9,18,4.6686599031176e-09
esm3_frozen_bilstm_attn,train,7dmn_A,377,1,376,0,8,8,16,2.0958488278211007e-09
esm3_frozen_bilstm_attn,train,7e2s_A,233,1,232,0,7,7,14,9.657718180733355e-09
esm3_frozen_bilstm_attn,train,7ead_A,135,1,134,0,4,3,7,4.8218682380252176e-09
esm3_frozen_bilstm_attn,train,7fd1_A,106,1,105,0,2,2,4,4.6480062021458934e-09
esm3_frozen_bilstm_attn,train,7jfl_C,47,1,46,0,1,1,2,1.4677018711495293e-08
esm3_frozen_bilstm_attn,train,7jrq_A,131,1,130,0,1,1,2,3.07272252086932e-09
esm3_frozen_bilstm_attn,train,7k7p_B,118,1,117,0,4,3,7,2.3798538695274374e-09
esm3_frozen_bilstm_attn,train,7la6_A,221,1,220,0,7,7,14,2.3429342910219475e-09
esm3_frozen_bilstm_attn,train,7lao_A,271,1,270,0,7,8,15,7.888592001847883e-09
esm3_frozen_bilstm_attn,train,7lp1_A,39,1,38,0,1,0,1,2.158040146582607e-08
esm3_frozen_bilstm_attn,train,7mf4_A,554,1,553,0,16,15,31,3.546588800418249e-09
esm3_frozen_bilstm_attn,train,7n0j_E,101,1,100,0,5,3,8,6.641244887362063e-09
esm3_frozen_bilstm_attn,train,7ned_A,546,1,545,0,13,12,25,2.4793207487050495e-09
esm3_frozen_bilstm_attn,train,7nmq_A,365,1,364,0,4,4,8,1.8241714805355969e-09
esm3_frozen_bilstm_attn,train,7p41_D,448,1,447,0,14,13,27,3.6126609481712535e-09
esm3_frozen_bilstm_attn,train,7p46_A,282,1,281,0,7,6,13,2.3838939711140483e-09
esm3_frozen_bilstm_attn,train,7rm7_A,228,1,227,0,4,5,9,5.532712066269596e-09
esm3_frozen_bilstm_attn,train,7s86_A,99,1,98,0,4,2,6,7.877481777995854e-09
esm3_frozen_bilstm_attn,validation,1b25_D,619,1,618,0,15,16,31,1.547746375507586e-09
esm3_frozen_bilstm_attn,validation,1c52_A,131,1,130,0,3,3,6,5.545741643686597e-09
esm3_frozen_bilstm_attn,validation,1coj_A,212,1,211,0,4,5,9,1.503648050515949e-08
esm3_frozen_bilstm_attn,validation,1ctf_A,74,1,73,0,2,3,5,4.814638909778068e-09
esm3_frozen_bilstm_attn,validation,1dd3_B,128,1,127,0,2,2,4,6.363030990996776e-09
esm3_frozen_bilstm_attn,validation,1ewf_A,456,1,455,0,12,11,23,1.9079519075759777e-09
esm3_frozen_bilstm_attn,validation,1fcz_A,235,1,234,0,6,5,11,1.2339725685706071e-08
esm3_frozen_bilstm_attn,validation,1fm4_A,159,1,158,0,5,6,11,6.448608758091723e-09
esm3_frozen_bilstm_attn,validation,1h2e_A,207,1,206,0,7,6,13,3.753306998532935e-09
esm3_frozen_bilstm_attn,validation,1hc9_B,74,1,73,0,3,2,5,6.5384213598917995e-09
esm3_frozen_bilstm_attn,validation,1hp1_A,516,1,515,0,12,11,23,3.704534012882732e-09
esm3_frozen_bilstm_attn,validation,1ijt_A,128,1,127,0,5,5,10,4.850068791029116e-09
esm3_frozen_bilstm_attn,validation,1ix9_A,205,1,204,0,5,6,11,3.622683930615267e-09
esm3_frozen_bilstm_attn,validation,1j77_A,209,1,208,0,6,5,11,5.104197953187395e-09
esm3_frozen_bilstm_attn,validation,1jke_C,145,1,144,0,3,3,6,1.2064917065401914e-08
esm3_frozen_bilstm_attn,validation,1ka1_A,357,1,356,0,9,10,19,2.2842694402669395e-09
esm3_frozen_bilstm_attn,validation,1koe_A,172,1,171,0,6,5,11,5.450559559250223e-09
esm3_frozen_bilstm_attn,validation,1kop_A,223,1,222,0,6,5,11,8.557940134323871e-09
esm3_frozen_bilstm_attn,validation,1kpt_A,105,1,104,0,2,2,4,6.418951592479516e-09
esm3_frozen_bilstm_attn,validation,1krn_A,88,1,87,0,4,2,6,1.0386682625096455e-08
esm3_frozen_bilstm_attn,validation,1m9z_A,111,1,110,0,5,4,9,1.2658588843805774e-08
esm3_frozen_bilstm_attn,validation,1md6_A,154,1,153,0,7,6,13,5.88077586627378e-09
esm3_frozen_bilstm_attn,validation,1nl1_A,147,1,146,0,5,3,8,4.015475063567919e-09
esm3_frozen_bilstm_attn,validation,1nnh_A,294,1,293,0,7,6,13,8.250027327960652e-09
esm3_frozen_bilstm_attn,validation,1nns_A,326,1,325,0,8,6,14,5.6350453192521854e-09
esm3_frozen_bilstm_attn,validation,1p5g_X,463,1,462,0,15,13,28,2.2187394144168593e-09
esm3_frozen_bilstm_attn,validation,1pcf_C,66,1,65,0,2,0,2,9.2028225040508e-09
esm3_frozen_bilstm_attn,validation,1qdd_A,144,1,143,0,4,3,7,4.8346961989409465e-09
esm3_frozen_bilstm_attn,validation,1ql0_B,241,1,240,0,7,6,13,5.749958731371407e-09
esm3_frozen_bilstm_attn,validation,1r8m_E,203,1,202,0,4,5,9,7.229374432426994e-09
esm3_frozen_bilstm_attn,validation,1rgz_A,363,1,362,0,7,7,14,1.4794179215016356e-09
esm3_frozen_bilstm_attn,validation,1s9u_A,207,1,206,0,5,5,10,2.0369213871163083e-08
esm3_frozen_bilstm_attn,validation,1sei_A,130,1,129,0,3,4,7,3.0317970356463775e-09
esm3_frozen_bilstm_attn,validation,1u6t_A,121,1,120,0,4,3,7,1.0577908327036312e-08
esm3_frozen_bilstm_attn,validation,1uha_A,82,1,81,0,3,2,5,5.498407951165518e-09
esm3_frozen_bilstm_attn,validation,1utg_A,70,1,69,0,1,1,2,7.451851580242419e-09
esm3_frozen_bilstm_attn,validation,1v7r_A,186,1,185,0,4,5,9,9.197262507143478e-09
esm3_frozen_bilstm_attn,validation,1vcl_A,432,1,431,0,14,12,26,5.342604580960142e-09
esm3_frozen_bilstm_attn,validation,1vdk_B,466,1,465,0,9,9,18,2.551244548953946e-09
esm3_frozen_bilstm_attn,validation,1ve0_A,134,1,133,0,5,4,9,4.874465275861439e-09
esm3_frozen_bilstm_attn,validation,1vkm_C,297,1,296,0,7,8,15,8.435026010999991e-09
esm3_frozen_bilstm_attn,validation,1x6i_A,91,1,90,0,3,2,5,1.3022172229426587e-08
esm3_frozen_bilstm_attn,validation,1x6j_A,91,1,90,0,3,2,5,1.3022172229426587e-08
esm3_frozen_bilstm_attn,validation,1xeo_A,168,1,167,0,4,5,9,8.150192520872679e-09
esm3_frozen_bilstm_attn,validation,1xhk_B,187,1,186,0,6,5,11,5.636458855207138e-09
esm3_frozen_bilstm_attn,validation,1xsz_A,356,1,355,0,11,11,22,3.6907006339959025e-09
esm3_frozen_bilstm_attn,validation,1yoc_B,147,1,146,0,3,2,5,3.86838783228427e-09
esm3_frozen_bilstm_attn,validation,1yu0_A,381,1,380,0,8,7,15,1.1979093272884711e-09
esm3_frozen_bilstm_attn,validation,1z0b_A,207,1,206,0,6,6,12,8.281320518221946e-09
esm3_frozen_bilstm_attn,validation,2a6s_B,84,1,83,0,2,1,3,5.127738234023127e-09
esm3_frozen_bilstm_attn,validation,2amh_A,207,1,206,0,7,7,14,1.0598531385852539e-08
esm3_frozen_bilstm_attn,validation,2b1y_A,104,1,103,0,4,3,7,1.0788332005517987e-08
esm3_frozen_bilstm_attn,validation,2bbr_A,195,1,194,0,7,7,14,4.956738131056682e-09
esm3_frozen_bilstm_attn,validation,2bfw_A,200,1,199,0,6,7,13,3.524191161119461e-09
esm3_frozen_bilstm_attn,validation,2bmo_B,194,1,193,0,6,5,11,4.058037461618369e-09
esm3_frozen_bilstm_attn,validation,2c9i_D,228,1,227,0,7,6,13,2.2506321251114514e-09
esm3_frozen_bilstm_attn,validation,2ccq_A,99,1,98,0,2,2,4,3.901889922275359e-09
esm3_frozen_bilstm_attn,validation,2cyj_A,118,1,117,0,3,4,7,8.821613217691038e-09
esm3_frozen_bilstm_attn,validation,2d1l_A,253,1,252,0,2,2,4,3.890978206300133e-09
esm3_frozen_bilstm_attn,validation,2dka_A,544,1,543,0,12,12,24,4.1668979378073345e-09
esm3_frozen_bilstm_attn,validation,2e5y_B,133,1,132,0,4,4,8,2.2835697777168207e-08
esm3_frozen_bilstm_attn,validation,2e7u_A,424,1,423,0,9,8,17,3.011145333076115e-09
esm3_frozen_bilstm_attn,validation,2ejn_B,153,1,152,0,4,3,7,2.6178481604688386e-09
esm3_frozen_bilstm_attn,validation,2eo4_A,149,1,148,0,3,3,6,4.6867052461152525e-09
esm3_frozen_bilstm_attn,validation,2ex2_A,458,1,457,0,11,11,22,1.9007448948116235e-09
esm3_frozen_bilstm_attn,validation,2fi9_A,128,1,127,0,4,4,8,8.820414176824443e-09
esm3_frozen_bilstm_attn,validation,2fos_A,260,1,259,0,11,10,21,3.1880365014558265e-09
esm3_frozen_bilstm_attn,validation,2gc4_L,147,1,146,0,3,3,6,7.813795832589676e-09
esm3_frozen_bilstm_attn,validation,2gec_A,139,1,138,0,4,3,7,4.545276155454303e-09
esm3_frozen_bilstm_attn,validation,2hgx_B,365,1,364,0,11,11,22,5.004988423706891e-09
esm3_frozen_bilstm_attn,validation,2hqk_A,221,1,220,0,8,7,15,3.07475089833531e-09
esm3_frozen_bilstm_attn,validation,2i9w_A,184,1,183,0,6,5,11,2.473143911885245e-09
esm3_frozen_bilstm_attn,validation,2imf_A,203,1,202,0,5,6,11,9.026538627665559e-09
esm3_frozen_bilstm_attn,validation,2inc_A,491,1,490,0,7,6,13,2.1449269027584705e-09
esm3_frozen_bilstm_attn,validation,2jc5_A,259,1,258,0,6,5,11,1.454753428831168e-09
esm3_frozen_bilstm_attn,validation,2nml_A,104,1,103,0,2,1,3,6.984498091000546e-09
esm3_frozen_bilstm_attn,validation,2ofz_A,138,1,137,0,4,3,7,1.6622365706098208e-09
esm3_frozen_bilstm_attn,validation,2ov9_C,216,1,215,0,5,4,9,7.667385393261839e-09
esm3_frozen_bilstm_attn,validation,2ovj_A,201,1,200,0,7,7,14,7.99172994447872e-09
esm3_frozen_bilstm_attn,validation,2ox7_B,155,1,154,0,5,3,8,7.218861952651423e-09
esm3_frozen_bilstm_attn,validation,2oxo_A,103,1,102,0,2,1,3,6.5946341720746204e-09
esm3_frozen_bilstm_attn,validation,2p54_A,267,1,266,0,5,5,10,2.448296676504924e-09
esm3_frozen_bilstm_attn,validation,2p6h_B,134,1,133,0,3,2,5,7.505431831589249e-09
esm3_frozen_bilstm_attn,validation,2p84_A,145,1,144,0,4,2,6,8.003171458881297e-09
esm3_frozen_bilstm_attn,validation,2pmb_C,462,1,461,0,13,12,25,6.550461506549254e-09
esm3_frozen_bilstm_attn,validation,2pu3_A,211,1,210,0,6,7,13,4.714806323136145e-09
esm3_frozen_bilstm_attn,validation,2qsa_A,109,1,108,0,2,2,4,1.075301625519387e-08
esm3_frozen_bilstm_attn,validation,2qwo_B,92,1,91,0,2,1,3,5.204556785542991e-09
esm3_frozen_bilstm_attn,validation,2uxy_A,341,1,340,0,10,9,19,2.853484559750541e-09
esm3_frozen_bilstm_attn,validation,2v0u_A,146,1,145,0,5,4,9,3.1561740998498067e-09
esm3_frozen_bilstm_attn,validation,2vlf_B,456,1,455,0,11,11,22,2.418124367409291e-09
esm3_frozen_bilstm_attn,validation,2vy8_A,157,1,156,0,6,5,11,4.895677641059137e-09
esm3_frozen_bilstm_attn,validation,2wlt_A,332,1,331,0,9,8,17,1.8623317998844868e-08
esm3_frozen_bilstm_attn,validation,2wya_A,460,1,459,0,10,10,20,2.1172419373272078e-09
esm3_frozen_bilstm_attn,validation,2x49_A,333,1,332,0,12,11,23,8.624840841520154e-09
esm3_frozen_bilstm_attn,validation,2x5g_A,96,1,95,0,1,1,2,5.064746400051945e-09
esm3_frozen_bilstm_attn,validation,2x5h_B,97,1,96,0,2,2,4,6.830717991235247e-09
esm3_frozen_bilstm_attn,validation,2xol_B,176,1,175,0,4,4,8,5.981599215942879e-09
esm3_frozen_bilstm_attn,validation,2y1y_A,90,1,89,0,4,3,7,1.0118885285237411e-08
esm3_frozen_bilstm_attn,validation,2ygs_A,92,1,91,0,2,3,5,9.820212198974332e-09
esm3_frozen_bilstm_attn,validation,2z0x_A,158,1,157,0,4,5,9,1.2135904725596447e-08
esm3_frozen_bilstm_attn,validation,2zca_B,169,1,168,0,6,6,12,4.557588972886606e-09
esm3_frozen_bilstm_attn,validation,3a0y_B,152,1,151,0,4,4,8,6.403999996962284e-09
esm3_frozen_bilstm_attn,validation,3a2q_A,493,1,492,0,12,13,25,1.1800240784509697e-09
esm3_frozen_bilstm_attn,validation,3a3d_B,453,1,452,0,13,13,26,2.7698048299384936e-09
esm3_frozen_bilstm_attn,validation,3b49_A,211,1,210,0,6,6,12,5.005961423165672e-09
esm3_frozen_bilstm_attn,validation,3bec_A,363,1,362,0,12,11,23,3.2789326809279373e-09
esm3_frozen_bilstm_attn,validation,3bhg_A,459,1,458,0,9,9,18,5.447149842296994e-09
esm3_frozen_bilstm_attn,validation,3bjd_B,332,1,331,0,8,9,17,3.839347062495335e-09
esm3_frozen_bilstm_attn,validation,3bl9_A,301,1,300,0,8,7,15,7.690111658575915e-09
esm3_frozen_bilstm_attn,validation,3cw3_A,96,1,95,0,3,2,5,1.0988962628744048e-08
esm3_frozen_bilstm_attn,validation,3cy4_A,154,1,153,0,5,4,9,5.3179158854277375e-09
esm3_frozen_bilstm_attn,validation,3d4i_A,273,1,272,0,7,6,13,7.099528076537354e-09
esm3_frozen_bilstm_attn,validation,3dd6_A,255,1,254,0,5,5,10,3.1426488078523107e-09
esm3_frozen_bilstm_attn,validation,3dgp_B,71,1,70,0,1,2,3,8.183219435409228e-09
esm3_frozen_bilstm_attn,validation,3e8t_A,220,1,219,0,5,4,9,2.3474756583041767e-09
esm3_frozen_bilstm_attn,validation,3ehg_A,128,1,127,0,3,2,5,4.525361418927787e-09
esm3_frozen_bilstm_attn,validation,3enu_A,114,1,113,0,4,3,7,3.2894975632302703e-09
esm3_frozen_bilstm_attn,validation,3f4m_A,161,1,160,0,5,4,9,3.2346383349590724e-09
esm3_frozen_bilstm_attn,validation,3fke_A,129,1,128,0,4,3,7,4.684353127615282e-09
esm3_frozen_bilstm_attn,validation,3fn2_B,106,1,105,0,3,2,5,2.814210642299031e-09
esm3_frozen_bilstm_attn,validation,3frr_A,191,1,190,0,4,4,8,7.388823775045239e-09
esm3_frozen_bilstm_attn,validation,3g5k_D,183,1,182,0,3,3,6,6.089989845747823e-09
esm3_frozen_bilstm_attn,validation,3h93_A,192,1,191,0,8,7,15,3.5785681085087617e-09
esm3_frozen_bilstm_attn,validation,3hol_A,509,1,508,0,12,11,23,1.3560701006554154e-08
esm3_frozen_bilstm_attn,validation,3hvv_A,167,1,166,0,6,5,11,4.803147657383988e-09
esm3_frozen_bilstm_attn,validation,3hxw_A,441,1,440,0,10,12,22,2.3138424509738797e-09
esm3_frozen_bilstm_attn,validation,3imk_A,158,1,157,0,6,5,11,7.167018978293527e-09
esm3_frozen_bilstm_attn,validation,3ip4_A,485,1,484,0,8,9,17,1.713653219326261e-09
