name,ecod_domain_id,ecod_f_id,ecod_x_id,ecod_x_name,pdb_range
2e7z_A,e2e7zA2,2003.2.1.25,ECOD_X_2003,Rossmann-like,A:141-337
2e7z_A,e2e7zA3,1.1.2.9,ECOD_X_1,cradle loop barrel,A:587-730
2e7z_A,e2e7zA4,1001.1.1.1,ECOD_X_1001,NO_X_NAME,A:4-61
2e7z_A,e2e7zA5,2003.2.1.19,ECOD_X_2003,Rossmann-like,"A:62-140,A:336-585"
2e8e_A,e2e8eA1,324.1.1.1,ECOD_X_324,NO_X_NAME,A:1-132
2ebb_A,e2ebbA1,305.2.1.1,ECOD_X_305,DCoH-like,A:3-98
2ed6_A,e2ed6A1,4242.1.1.1,ECOD_X_4242,NO_X_NAME,A:32-201
2ehq_A,e2ehqA1,7524.1.1.1,ECOD_X_7524,NO_X_NAME,A:291-516
2ehq_A,e2ehqA2,7524.1.1.2,ECOD_X_7524,NO_X_NAME,A:1-290
2ejn_B,e2ejnB1,173.1.1.2,ECOD_X_173,NO_X_NAME,B:1-72
2ejn_B,e2ejnB2,173.1.1.1,ECOD_X_173,NO_X_NAME,B:75-144
2end_A,e2endA1,615.1.1.1,ECOD_X_615,NO_X_NAME,A:2-138
2eo4_A,e2eo4A1,312.1.1.13,ECOD_X_312,HIT-like,A:1-149
2erl_A,e2erlA1,369.1.1.1,ECOD_X_369,NO_X_NAME,A:1-40
2es9_A,e2es9A1,4254.1.1.1,ECOD_X_4254,NO_X_NAME,A:11-107
2ex2_A,e2ex2A1,4334.1.1.1,ECOD_X_4334,NO_X_NAME,A:172-249
2ex2_A,e2ex2A2,4019.1.1.22,ECOD_X_4019,NO_X_NAME,"A:59-80,A:294-364"
2ex2_A,e2ex2A3,223.3.1.19,ECOD_X_223,Profilin-like,"A:22-58,A:365-477"
2ex2_A,e2ex2A4,2494.2.1.1,ECOD_X_2494,DTD-like,"A:81-171,A:250-293"
2f5t_X,e2f5tX1,4.15.1.1,ECOD_X_4,SH3,X:247-338
2f5t_X,e2f5tX2,300.1.1.7,ECOD_X_300,NO_X_NAME,X:110-246
2f60_K,e2f60K1,147.1.1.1,ECOD_X_147,NO_X_NAME,K:121-180
2f6e_A,e2f6eA1,702.1.1.10,ECOD_X_702,NO_X_NAME,A:2-126
2fb5_A,e2fb5A1,4279.1.1.4,ECOD_X_4279,NO_X_NAME,A:5-205
2fb6_A,e2fb6A1,7545.1.1.1,ECOD_X_7545,NO_X_NAME,A:-1-114
2fe5_A,e2fe5A1,7.1.1.2,ECOD_X_7,NO_X_NAME,A:223-314
2fef_B,e2fefB1,633.9.1.1,ECOD_X_633,Bromodomain-like,B:6-129
2fef_B,e2fefB2,4079.1.1.1,ECOD_X_4079,NO_X_NAME,B:135-293
2fhz_A,e2fhzA1,4222.1.1.1,ECOD_X_4222,NO_X_NAME,A:27-109
2fi9_A,e2fi9A1,7538.1.1.1,ECOD_X_7538,NO_X_NAME,A:11-128
2fip_A,e2fipA1,3429.1.1.1,ECOD_X_3429,NO_X_NAME,A:2-116
2fj8_A,e2fj8A1,359.1.1.1,ECOD_X_359,NO_X_NAME,A:64-122
2fj8_A,e2fj8A4,359.1.1.1,ECOD_X_359,NO_X_NAME,A:4-63
2fma_A,e2fmaA1,872.2.1.1,ECOD_X_872,Dodecin subunit-like,A:131-189
2fos_A,e2fosA1,62.1.1.1,ECOD_X_62,NO_X_NAME,A:3-261
2fp1_A,e2fp1A1,164.1.1.1,ECOD_X_164,NO_X_NAME,A:35-199
2ftx_A,e2ftxA1,4099.1.1.6,ECOD_X_4099,NO_X_NAME,A:133-221
2fyg_A,e2fygA1,4136.1.1.1,ECOD_X_4136,NO_X_NAME,A:6-128
2fzp_A,e2fzpA1,4347.1.1.1,ECOD_X_4347,NO_X_NAME,A:193-317
2g64_A,e2g64A1,230.1.1.4,ECOD_X_230,T-fold,A:1-139
2g7o_A,e2g7oA1,4288.1.1.1,ECOD_X_4288,NO_X_NAME,A:60-127
2gc4_B,e2gc4B1,914.1.1.1,ECOD_X_914,NO_X_NAME,B:7-131
2gc4_L,e2gc4L1,107.1.1.4,ECOD_X_107,Cytochrome c-like,L:16-147
2gec_A,e2gecA1,704.1.1.2,ECOD_X_704,NO_X_NAME,A:23-160
2gg2_A,e2gg2A1,283.1.1.2,ECOD_X_283,Creatinase/aminopeptidase-like,A:3-264
2gg6_A,e2gg6A1,328.6.1.1,ECOD_X_328,IF3-like,A:27-243
2gg6_A,e2gg6A2,328.6.1.9,ECOD_X_328,IF3-like,"A:6-26,A:244-450"
2gh0_D,e2gh0D1,385.1.1.11,ECOD_X_385,NO_X_NAME,D:121-219
2gib_B,e2gibB1,808.1.1,ECOD_X_808,NO_X_NAME,B:274-366
2gke_A,e2gkeA1,286.1.1.1,ECOD_X_286,NO_X_NAME,A:1-130
2gke_A,e2gkeA2,286.1.1.1,ECOD_X_286,NO_X_NAME,A:131-274
2gkp_A,e2gkpA1,4269.1.1.1,ECOD_X_4269,NO_X_NAME,A:1-164
2gkr_I,e2gkrI1,379.1.1.1,ECOD_X_379,Kazal-type serine protease inhibitors-like,I:6-56
2glz_B,e2glzB1,298.2.1.1,ECOD_X_298,FwdE/GAPDH domain-like,B:4-151
2gno_A,e2gnoA1,138.1.1.9,ECOD_X_138,NO_X_NAME,A:209-306
2gno_A,e2gnoA3,148.1.3.322,ECOD_X_148,Histone-like,A:148-208
2gno_A,e2gnoA4,2004.1.1.227,ECOD_X_2004,P-loop domains-like,A:11-147
2gpi_A,e2gpiA1,4152.1.1.1,ECOD_X_4152,Shew3726-like,A:1-90
2gs5_A,e2gs5A1,4113.1.1.1,ECOD_X_4113,NO_X_NAME,A:1-193
2gwm_A,e2gwmA1,237.1.1.1,ECOD_X_237,NO_X_NAME,A:391-590
2gwn_A,e2gwnA3,65.1.1.122,ECOD_X_65,NO_X_NAME,"A:-2-57,A:376-448"
2gwn_A,e2gwnA4,2002.1.1.1050,ECOD_X_2002,TIM beta/alpha-barrel,A:58-375
2h1t_B,e2h1tB1,71.2.1.2,ECOD_X_71,Lipoprotein localization factors LolAB,B:4-187
2h2z_A,e2h2zA1,1.1.5.40,ECOD_X_1,cradle loop barrel,A:1-186
2h2z_A,e2h2zA2,6001.1.1.2,ECOD_X_6001,NO_X_NAME,A:187-306
2hba_A,e2hbaA1,4076.1.1.5,ECOD_X_4076,L9 N-domain-like,A:1-52
2hgx_B,e2hgxB3,4045.1.1.2,ECOD_X_4045,NO_X_NAME,B:673-865
2hgx_B,e2hgxB4,4020.1.1.2,ECOD_X_4020,NO_X_NAME,B:503-672
2hhv_A,e2hhvA1,4964.1.1.8,ECOD_X_4964,NO_X_NAME,A:669-792
2hhv_A,e2hhvA2,4970.1.1.14,ECOD_X_4970,NO_X_NAME,A:469-643
2hhv_A,e2hhvA3,304.48.1.34,ECOD_X_304,Alpha-beta plaits,"A:644-668,A:793-876"
2hhv_A,e2hhvA4,2484.1.1.71,ECOD_X_2484,Ribonuclease H-like,A:298-468
2hng_A,e2hngA1,504.1.1.1,ECOD_X_504,NO_X_NAME,A:5-128
2hnu_A,e2hnuA1,709.1.1.1,ECOD_X_709,NO_X_NAME,A:7-87
2hq4_A,e2hq4A1,4089.1.1.1,ECOD_X_4089,NO_X_NAME,A:1-152
2hqk_A,e2hqkA1,271.1.1.2,ECOD_X_271,NO_X_NAME,A:6-221
2hu9_A,e2hu9A1,375.11.1.4,ECOD_X_375,Rubredoxin-like,A:1-60
2hu9_A,e2hu9A2,6024.1.1.2,ECOD_X_6024,NO_X_NAME,A:61-130
2hxm_A,e2hxmA1,7569.1.1.1,ECOD_X_7569,NO_X_NAME,A:82-304
2hy5_A,e2hy5A1,7545.1.1.1,ECOD_X_7545,NO_X_NAME,A:1-130
2hyv_A,e2hyvA2,176.1.1.3,ECOD_X_176,NO_X_NAME,A:178-264
2hyv_A,e2hyvA3,176.1.1.3,ECOD_X_176,NO_X_NAME,A:265-338
2hyv_A,e2hyvA4,176.1.1.3,ECOD_X_176,NO_X_NAME,A:104-177
2hyv_A,e2hyvA5,176.1.1.13,ECOD_X_176,NO_X_NAME,A:31-103
2i2f_A,e2i2fA1,4004.1.1.7,ECOD_X_4004,NO_X_NAME,A:96-264
2i2f_A,e2i2fA2,2007.1.4.2,ECOD_X_2007,Flavodoxin-like,A:1-95
2i5u_A,e2i5uA1,4230.1.1.1,ECOD_X_4230,NO_X_NAME,A:2-75
2i5v_O,e2i5vO1,77.1.1.2,ECOD_X_77,open-sided beta-meander,O:28-273
2i7c_C,e2i7cC2,2003.1.5.97,ECOD_X_2003,Rossmann-like,C:59-282
2i7c_C,e2i7cC3,3699.1.1.1,ECOD_X_3699,NO_X_NAME,C:2-58
2i9w_A,e2i9wA1,243.1.1.38,ECOD_X_243,Cystatin-like,A:46-158
2i9w_A,e2i9wA2,4236.1.1.2,ECOD_X_4236,NO_X_NAME,A:1-39
2i9w_A,e2i9wA3,4236.1.1.1,ECOD_X_4236,NO_X_NAME,A:159-183
2i9x_A,e2i9xA1,4180.1.1.1,ECOD_X_4180,SpoVG-like,A:1-84
2ia1_A,e2ia1A1,4090.1.1.1,ECOD_X_4090,NO_X_NAME,A:1-166
2iay_A,e2iayA1,4097.1.1.1,ECOD_X_4097,NO_X_NAME,A:1-113
2id6_A,e2id6A1,101.1.1.354,ECOD_X_101,HTH,A:1-75
2id6_A,e2id6A2,191.1.1.89,ECOD_X_191,NO_X_NAME,A:76-200
2ie6_A,e2ie6A2,176.1.1.3,ECOD_X_176,NO_X_NAME,A:85-158
2ie6_A,e2ie6A3,176.1.1.3,ECOD_X_176,NO_X_NAME,A:245-319
2ie6_A,e2ie6A4,176.1.1.13,ECOD_X_176,NO_X_NAME,A:2-84
2ie6_A,e2ie6A5,176.1.1.13,ECOD_X_176,NO_X_NAME,A:159-244
2igi_A,e2igiA1,2484.1.1.54,ECOD_X_2484,Ribonuclease H-like,A:1-180
2igp_A,e2igpA1,193.1.1.6,ECOD_X_193,CH domain-like,A:87-195
2ii1_D,e2ii1D2,10.17.1.2,ECOD_X_10,jelly-roll,D:1-213
2ii1_D,e2ii1D3,3685.1.1.4,ECOD_X_3685,NO_X_NAME,D:214-297
2imf_A,e2imfA1,2485.1.1.71,ECOD_X_2485,Thioredoxin-like,"A:1-48,A:147-203"
2imf_A,e2imfA2,3009.1.1.5,ECOD_X_3009,Insertion subdomain in DsbA-like,A:49-146
2ims_A,e2imsA1,5000.3.1.12,ECOD_X_5000,Toxins' membrane translocation domains,A:19-181
2in8_A,e2in8A1,69.1.1.9,ECOD_X_69,NO_X_NAME,A:1-440
2inc_A,e2incA1,150.1.2.10,ECOD_X_150,Ferritin/Heme oxygenase/4-helical cytokines,A:2-492
2it2_B,e2it2B1,871.1.1.1,ECOD_X_871,NO_X_NAME,B:2-199
2ixm_A,e2ixmA1,4273.1.1.1,ECOD_X_4273,NO_X_NAME,A:23-322
2j6a_A,e2j6aA1,4294.1.1.28,ECOD_X_4294,NO_X_NAME,A:1-136
2j6b_A,e2j6bA1,4259.1.1.1,ECOD_X_4259,NO_X_NAME,A:1-109
2j7z_A,e2j7zA1,1170.1.1.1,ECOD_X_1170,NO_X_NAME,A:1-67
2jc5_A,e2jc5A1,246.3.1.13,ECOD_X_246,Carbon-nitrogen hydrolase-like,A:1-259
2jdd_A,e2jddA1,213.1.1.113,ECOD_X_213,Nat/Ivy,A:2-146
2jek_A,e2jekA1,4240.1.1.1,ECOD_X_4240,NO_X_NAME,A:6-145
2jft_A,e2jftA1,210.2.1.1,ECOD_X_210,Ntn/PP2C,A:0-233
2jh3_B,e2jh3B1,2007.1.14.2,ECOD_X_2007,Flavodoxin-like,B:-1-258
2jh3_B,e2jh3B2,6030.1.1.1,ECOD_X_6030,NO_X_NAME,B:259-377
2jh3_B,e2jh3B3,6031.1.1.1,ECOD_X_6031,NO_X_NAME,B:378-466
2jhf_B,e2jhfB1,236.1.1.22,ECOD_X_236,GroES-like,"B:1-163,B:340-374"
2jhf_B,e2jhfB2,2003.1.1.8,ECOD_X_2003,Rossmann-like,B:164-339
2jlq_A,e2jlqA4,2004.1.1.196,ECOD_X_2004,P-loop domains-like,A:312-474
2jlq_A,e2jlqA5,5101.1.1.2,ECOD_X_5101,NO_X_NAME,A:475-618
2jlq_A,e2jlqA6,2004.1.1.93,ECOD_X_2004,P-loop domains-like,A:168-311
2lis_A,e2lisA1,163.1.1.1,ECOD_X_163,NO_X_NAME,A:4-134
2nml_A,e2nmlA1,4326.1.1.1,ECOD_X_4326,NO_X_NAME,A:2-101
2nnu_A,e2nnuA2,52.1.1.1,ECOD_X_52,NO_X_NAME,A:98-200
2nnu_A,e2nnuA3,3017.1.1.1,ECOD_X_3017,NO_X_NAME,A:1-97
2nqw_A,e2nqwA1,217.2.1.1,ECOD_X_217,FAD-binding domain-like,A:4-90
2nsa_A,e2nsaA1,589.1.2.1,ECOD_X_589,NO_X_NAME,A:244-410
2nug_B,e2nugB1,171.1.1.5,ECOD_X_171,NO_X_NAME,B:3-150
2nug_B,e2nugB2,330.1.1.28,ECOD_X_330,dsRBD-like,B:151-218
2nuk_A,e2nukA1,4294.1.1.29,ECOD_X_4294,NO_X_NAME,A:128-170
2nuk_A,e2nukA2,66.1.1.3,ECOD_X_66,NO_X_NAME,"A:47-127,A:171-187"
2nwv_A,e2nwvA1,4276.1.1.1,ECOD_X_4276,NO_X_NAME,A:2-113
2o4t_A,e2o4tA1,4125.1.1.1,ECOD_X_4125,NO_X_NAME,A:16-105
2o6x_A,e2o6xA1,219.1.1.194,ECOD_X_219,Cysteine proteinases-like,A:94-317
2o6x_A,e2o6xA2,3998.1.1.1,ECOD_X_3998,NO_X_NAME,A:8-93
2o74_F,e2o74F1,4110.1.1.2,ECOD_X_4110,NO_X_NAME,F:2-166
2o7o_A,e2o7oA1,101.1.1.354,ECOD_X_101,HTH,A:6-67
2o7o_A,e2o7oA2,191.1.1.4,ECOD_X_191,NO_X_NAME,A:68-205
2obl_A,e2oblA1,2004.1.1.53,ECOD_X_2004,P-loop domains-like,A:101-367
2obl_A,e2oblA2,160.1.1.6,ECOD_X_160,NO_X_NAME,A:369-446
2oeb_A,e2oebA1,563.2.1.1,ECOD_X_563,ATPD N-terminal domain-like,A:2-153
2oez_B,e2oezB1,4287.1.1.1,ECOD_X_4287,NO_X_NAME,"B:2-9,B:177-244"
2oez_B,e2oezB2,4946.1.1.1,ECOD_X_4946,NO_X_NAME,B:10-176
2ofz_A,e2ofzA1,704.1.1.2,ECOD_X_704,NO_X_NAME,A:-6-174
2onf_B,e2onfB1,324.1.1.1,ECOD_X_324,NO_X_NAME,B:1-139
2op6_A,e2op6A1,511.1.1.3,ECOD_X_511,NO_X_NAME,A:419-568
2ot9_A,e2ot9A1,2008.1.1.62,ECOD_X_2008,Restriction endonuclease-like,A:2-180
2ov9_C,e2ov9C1,3768.1.1.3,ECOD_X_3768,NO_X_NAME,C:6-74
2ov9_C,e2ov9C2,222.1.1.55,ECOD_X_222,Thioesterase/thiol ester dehydrase-isomerase-like,C:75-211
2ovj_A,e2ovjA1,189.1.1.14,ECOD_X_189,NO_X_NAME,A:346-546
2ox7_B,e2ox7B1,4999.1.1.1,ECOD_X_4999,NO_X_NAME,B:83-144
2ox7_B,e2ox7B2,4112.1.1.3,ECOD_X_4112,NO_X_NAME,B:3-82
2oxl_B,e2oxlB1,639.2.1.1,ECOD_X_639,HHA-like,B:25-86
2oxo_A,e2oxoA1,186.1.1.3,ECOD_X_186,lambda integrase-N-like,A:74-166
2oy9_B,e2oy9B1,4296.1.1.1,ECOD_X_4296,NO_X_NAME,B:9-90
2oya_B,e2oyaB1,358.1.1.5,ECOD_X_358,SRCR-like,B:417-518
2ozl_A,e2ozlA1,7574.1.1.1,ECOD_X_7574,NO_X_NAME,A:1-361
2p12_A,e2p12A1,4237.1.1.1,ECOD_X_4237,NO_X_NAME,A:8-172
2p2v_A,e2p2vA1,7555.1.1.1,ECOD_X_7555,NO_X_NAME,A:5-281
2p3p_B,e2p3pB1,4350.1.1.1,ECOD_X_4350,NO_X_NAME,B:66-262
2p54_A,e2p54A1,188.1.1.1,ECOD_X_188,NO_X_NAME,A:202-468
2p58_A,e2p58A1,3812.1.1.1,ECOD_X_3812,NO_X_NAME,A:10-63
2p6h_B,e2p6hB1,846.1.1.1,ECOD_X_846,NO_X_NAME,B:1-134
2p6v_A,e2p6vA1,4218.1.1.1,ECOD_X_4218,NO_X_NAME,A:582-678
2p84_A,e2p84A1,4999.1.1.1,ECOD_X_4999,NO_X_NAME,A:76-135
2p84_A,e2p84A2,4112.1.1.3,ECOD_X_4112,NO_X_NAME,A:3-75
2p9x_D,e2p9xD1,6049.1.1.1,ECOD_X_6049,NO_X_NAME,D:2-99
2pa6_B,e2pa6B1,218.1.1.1,ECOD_X_218,Enolase-N/ribosomal protein,B:1-146
2pa6_B,e2pa6B2,2002.1.1.58,ECOD_X_2002,TIM beta/alpha-barrel,B:147-427
2pag_A,e2pagA1,4205.1.1.2,ECOD_X_4205,NO_X_NAME,A:1-135
2pbk_B,e2pbkB1,50.1.1.1,ECOD_X_50,NO_X_NAME,B:3-230
2pcn_A,e2pcnA1,2487.1.1.9,ECOD_X_2487,"The ""swivelling"" beta/beta/alpha domains",A:3-163
2pfx_A,e2pfxA1,608.1.1.1,ECOD_X_608,NO_X_NAME,A:4-190
2phn_A,e2phnA1,101.25.1.1,ECOD_X_101,HTH,A:40-123
2phn_A,e2phnA2,4093.1.1.1,ECOD_X_4093,NO_X_NAME,"A:2-39,A:124-249"
2pmb_C,e2pmbC1,7563.1.1.2,ECOD_X_7563,NO_X_NAME,C:126-456
2pmb_C,e2pmbC2,3623.1.1.1,ECOD_X_3623,NO_X_NAME,C:5-116
2pmk_A,e2pmkA1,2004.1.1.1405,ECOD_X_2004,P-loop domains-like,A:467-707
2pnw_A,e2pnwA1,1.1.2.1,ECOD_X_1,cradle loop barrel,"A:5-101,A:270-369"
2pnw_A,e2pnwA2,239.1.1.1,ECOD_X_239,Ribosomal protein L25-like,A:102-262
2ppv_A,e2ppvA1,7513.1.1.1,ECOD_X_7513,NO_X_NAME,A:2-326
2pq8_A,e2pq8A4,101.1.15.4,ECOD_X_101,HTH,A:363-447
2pq8_A,e2pq8A5,386.1.1.33,ECOD_X_386,beta-beta-alpha zinc fingers,A:177-232
2pq8_A,e2pq8A6,213.1.1.41,ECOD_X_213,Nat/Ivy,A:233-362
2pqx_A,e2pqxA1,280.1.1.1,ECOD_X_280,NO_X_NAME,A:1-245
2prv_A,e2prvA1,4205.1.1.3,ECOD_X_4205,NO_X_NAME,A:1-152
2psp_B,e2pspB1,355.1.1.3,ECOD_X_355,NO_X_NAME,B:1-53
2psp_B,e2pspB2,355.1.1.3,ECOD_X_355,NO_X_NAME,B:54-106
2pst_X,e2pstX1,4076.2.1.1,ECOD_X_4076,L9 N-domain-like,X:8-68
2pu3_A,e2pu3A1,378.1.1.3,ECOD_X_378,NO_X_NAME,A:23-228
2pu9_A,e2pu9A1,911.1.1.1,ECOD_X_911,NO_X_NAME,A:8-115
2pv4_A,e2pv4A1,524.2.1.1,ECOD_X_524,Ypt/Rab-GAP domain of gyp1p-like,A:1-144
2pw8_I,e2pw8I1,351.1.1.2,ECOD_X_351,NO_X_NAME,I:1-65
2py5_A,e2py5A1,4970.1.1.15,ECOD_X_4970,NO_X_NAME,A:359-423
2py5_A,e2py5A2,304.48.1.36,ECOD_X_304,Alpha-beta plaits,"A:188-262,A:424-575"
2py5_A,e2py5A3,4968.1.1.1,ECOD_X_4968,NO_X_NAME,A:263-358
2py5_A,e2py5A4,2484.1.1.107,ECOD_X_2484,Ribonuclease H-like,A:5-187
2pyq_B,e2pyqB1,4201.1.1.1,ECOD_X_4201,NO_X_NAME,B:1-113
2q2g_A,e2q2gA1,67.1.1.1,ECOD_X_67,NO_X_NAME,A:86-179
2q2g_A,e2q2gA2,67.1.1.4,ECOD_X_67,NO_X_NAME,A:4-85
2q7x_A,e2q7xA1,7513.1.1.1,ECOD_X_7513,NO_X_NAME,A:1-324
2q9r_A,e2q9rA1,3813.1.1.1,ECOD_X_3813,NO_X_NAME,A:4-199
2qcu_B,e2qcuB1,244.1.1.45,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like",B:226-321
2qcu_B,e2qcuB2,6058.1.1.2,ECOD_X_6058,NO_X_NAME,B:388-501
2qcu_B,e2qcuB3,2003.1.2.143,ECOD_X_2003,Rossmann-like,"B:1-225,B:322-387"
2qdx_A,e2qdxA1,1.1.7.16,ECOD_X_1,cradle loop barrel,A:2-99
2qdx_A,e2qdxA2,7514.1.1.1,ECOD_X_7514,NO_X_NAME,A:100-258
2qev_A,e2qevA1,108.2.1.1,ECOD_X_108,EF-hand,A:0-144
2qhq_B,e2qhqB1,3438.1.1.1,ECOD_X_3438,NO_X_NAME,B:1-122
2qia_A,e2qiaA1,208.1.1.9,ECOD_X_208,Single-stranded left-handed beta-helix,A:1-262
2qjz_A,e2qjzA1,193.1.1.2,ECOD_X_193,CH domain-like,A:13-132
2qmj_A,e2qmjA1,2002.1.1.222,ECOD_X_2002,TIM beta/alpha-barrel,A:271-649
2qmj_A,e2qmjA2,12.1.1.249,ECOD_X_12,Glycosyl hydrolase domain-like,A:650-730
2qmj_A,e2qmjA4,4178.1.1.9,ECOD_X_4178,NO_X_NAME,A:731-870
2qmj_A,e2qmjA5,12.3.1.9,ECOD_X_12,Glycosyl hydrolase domain-like,A:50-270
2qmj_A,e2qmjA6,355.1.1.3,ECOD_X_355,NO_X_NAME,A:7-49
2qnl_A,e2qnlA1,620.1.1.2,ECOD_X_620,NO_X_NAME,A:0-161
2qp2_A,e2qp2A1,5089.1.1.1,ECOD_X_5089,NO_X_NAME,A:8-358
2qp2_A,e2qp2A2,3448.1.1.2,ECOD_X_3448,NO_X_NAME,A:359-509
2qq4_B,e2qq4B1,244.3.1.3,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like",B:2-138
2qsa_A,e2qsaA1,650.1.1.1,ECOD_X_650,NO_X_NAME,A:22-122
2qsk_A,e2qskA1,6025.1.1.1,ECOD_X_6025,NO_X_NAME,A:1-95
2qtd_A,e2qtdA1,2484.4.1.1,ECOD_X_2484,Ribonuclease H-like,A:1-104
2qud_A,e2qudA1,265.1.1.2,ECOD_X_265,NO_X_NAME,A:-3-127
2qwo_B,e2qwoB1,650.1.1.1,ECOD_X_650,NO_X_NAME,B:813-904
2r2d_A,e2r2dA1,247.1.1.8,ECOD_X_247,NO_X_NAME,A:1-276
2r31_A,e2r31A1,4351.1.1.1,ECOD_X_4351,NO_X_NAME,A:6-238
2ra8_A,e2ra8A1,4210.1.1.1,ECOD_X_4210,NO_X_NAME,A:1-78
2ra8_A,e2ra8A2,207.1.1.48,ECOD_X_207,Single-stranded right-handed beta-helix,A:79-357
2rbk_A,e2rbkA2,3012.1.1.13,ECOD_X_3012,NO_X_NAME,A:84-184
2rbk_A,e2rbkA3,2006.1.1.75,ECOD_X_2006,HAD domain-like,"A:1-83,A:185-261"
2rci_A,e2rciA1,858.1.1.1,ECOD_X_858,NO_X_NAME,A:41-228
2rdi_A,e2rdiA1,102.1.1.19,ECOD_X_102,HhH/H2TH,A:177-239
2rdi_A,e2rdiA2,302.1.1.1,ECOD_X_302,Reverse ferredoxin,A:241-341
2rdi_A,e2rdiA3,304.48.1.46,ECOD_X_304,Alpha-beta plaits,"A:1-20,A:76-176"
2rdi_A,e2rdiA4,850.1.1.4,ECOD_X_850,NO_X_NAME,A:21-75
2rff_A,e2rffA1,316.1.1.16,ECOD_X_316,Nucleotidyltransferase-like,A:0-110
2rij_A,e2rijA1,208.1.1.3,ECOD_X_208,Single-stranded left-handed beta-helix,A:205-380
2rij_A,e2rijA2,3610.1.1.3,ECOD_X_3610,NO_X_NAME,A:0-204
2rji_A,e2rjiA1,103.4.1.1,ECOD_X_103,RuvA-C,A:1-84
2rjw_A,e2rjwA1,155.1.1.1,ECOD_X_155,NO_X_NAME,A:10-76
2rkq_A,e2rkqA1,285.1.1.1,ECOD_X_285,NO_X_NAME,A:11-178
2rku_A,e2rkuA1,206.1.1.24,ECOD_X_206,NO_X_NAME,A:37-330
2rkv_A,e2rkvA1,323.1.1.36,ECOD_X_323,NO_X_NAME,A:226-451
2rkv_A,e2rkvA2,323.1.1.8,ECOD_X_323,NO_X_NAME,A:2-219
2uxy_A,e2uxyA1,246.1.1.1,ECOD_X_246,Carbon-nitrogen hydrolase-like,A:1-341
2v05_A,e2v05A1,702.1.1.10,ECOD_X_702,NO_X_NAME,A:1-311
2v0u_A,e2v0uA1,223.1.1.113,ECOD_X_223,Profilin-like,A:401-546
2v27_A,e2v27A1,257.1.1.1,ECOD_X_257,NO_X_NAME,A:4-267
2v4b_B,e2v4bB1,2498.1.1.37,ECOD_X_2498,Zincin-like,B:256-475
2v4b_B,e2v4bB2,3246.1.1.2,ECOD_X_3246,NO_X_NAME,B:476-552
2v4n_A,e2v4nA1,7527.1.1.2,ECOD_X_7527,NO_X_NAME,A:0-253
2v6a_O,e2v6aO1,302.2.1.1,ECOD_X_302,Reverse ferredoxin,O:2-132
2v9m_A,e2v9mA1,281.1.1.2,ECOD_X_281,NO_X_NAME,A:1-274
2vac_A,e2vacA1,224.1.1.1,ECOD_X_224,NO_X_NAME,A:-1-137
2vcc_A,e2vccA1,2002.1.1.133,ECOD_X_2002,TIM beta/alpha-barrel,A:291-622
2vcc_A,e2vccA2,2498.2.1.5,ECOD_X_2498,Zincin-like,A:166-290
2vcc_A,e2vccA3,4266.1.1.1,ECOD_X_4266,Hyaluronidase domain-like,A:623-912
2vcc_A,e2vccA4,10.1.2.114,ECOD_X_10,jelly-roll,A:26-165
2vfk_A,e2vfkA1,264.1.1.17,ECOD_X_264,LigT-like,A:88-292
2vfx_C,e2vfxC1,859.1.1.2,ECOD_X_859,NO_X_NAME,C:0-205
2vg3_C,e2vg3C1,7534.1.1.1,ECOD_X_7534,NO_X_NAME,C:13-296
2vh3_A,e2vh3A1,3531.1.1.1,ECOD_X_3531,NO_X_NAME,A:1-112
2vi1_A,e2vi1A1,3484.1.1.4,ECOD_X_3484,NO_X_NAME,A:128-178
2vi1_A,e2vi1A2,11.8.1.5,ECOD_X_11,Immunoglobulin-like beta-sandwich,"A:1-127,A:179-207"
2vkp_B,e2vkpB1,226.1.1.1,ECOD_X_226,NO_X_NAME,B:0-108
2vlf_B,e2vlfB2,7577.1.1.6,ECOD_X_7577,NO_X_NAME,B:1-311
2vlf_B,e2vlfB3,3016.1.1.7,ECOD_X_3016,NO_X_NAME,B:312-456
2vm5_A,e2vm5A1,381.1.1.1,ECOD_X_381,NO_X_NAME,A:139-244
2vmc_A,e2vmcA1,4182.1.1.1,ECOD_X_4182,Agglutinin HPA-like,A:161-257
2vmc_A,e2vmcA2,10.1.2.24,ECOD_X_10,jelly-roll,A:6-160
2vnl_A,e2vnlA1,3857.1.1.1,ECOD_X_3857,NO_X_NAME,A:5-113
2vri_A,e2vriA1,7529.1.1.1,ECOD_X_7529,NO_X_NAME,A:-9-163
2vrs_C,e2vrsC1,53.1.1,ECOD_X_53,NO_X_NAME,C:155-195
2vrs_C,e2vrsC2,5092.1.1.5,ECOD_X_5092,NO_X_NAME,C:193-326
2vy8_A,e2vy8A1,3232.1.1.4,ECOD_X_3232,NO_X_NAME,A:537-693
2vzc_A,e2vzcA1,193.1.1.2,ECOD_X_193,CH domain-like,A:246-372
2w0g_A,e2w0gA1,551.1.1.2,ECOD_X_551,NO_X_NAME,A:148-276
2w0i_A,e2w0iA1,224.1.1.1,ECOD_X_224,NO_X_NAME,A:-1-313
2w39_A,e2w39A1,10.1.1.14,ECOD_X_10,jelly-roll,A:1-298
