name,split,sequence_sha256,length,source_neq_row,label_mapping_method,exact_sequence_group_id,mmseqs_cluster_id,ecod_x_ids,union_group_id
1qxo_A,train,512263a091db489d118fe7c1223530697fd3eb61e2d3765a6a3e4e8fe49783d4,388,1273,unique_sequence,exact_0196,mmseqs_0196,ECOD_X_875,union_0127
1r9f_A,train,d73d1815da0783eb3109197bf0c6cc9121b619a7bc1781e81e661e854454755d,136,740,unique_sequence,exact_0201,mmseqs_0201,ECOD_X_843,union_0128
1rl6_A,train,f8efb40301899bc8b1cd353290fe80cd00c735ee807551c5bb6cf63e161adb96,177,151,unique_sequence,exact_0204,mmseqs_0204,ECOD_X_318,union_0130
1rlk_A,train,9a5c5ce708b47aef475baee6364e851c8b0ffe22e8ac686501d7009eae818b5b,117,460,unique_sequence,exact_0205,mmseqs_0205,ECOD_X_2501,union_0131
1xty_B,train,c86f6378ed9a5ee7f7fdda66509982979609d4f9518b59b6ffdf9a53f7c4b8e5,120,1188,unique_sequence,exact_0296,mmseqs_0205,ECOD_X_2501,union_0131
1rss_A,train,9055297cede45f56eb7f7be9c89a1b32a09e4b74394d21612b6a345339279bb0,151,1223,unique_sequence,exact_0209,mmseqs_0209,ECOD_X_167,union_0132
1ryl_A,train,bc71cacb047f61b12f80a9a7cfde24031f3003c78fc2438880f2b6f3edf4a862,167,1380,unique_sequence,exact_0211,mmseqs_0211,ECOD_X_618,union_0133
1s9r_A,train,09d79dc9948b17e9b0c6cf88e2df5539b45c7223d01d68d700dfe2ceae75f411,410,686,unique_sequence,exact_0212,mmseqs_0212,ECOD_X_232,union_0134
1xkn_A,train,f261665313b595c339b43b9d69ea4cf24a5d01fdc6a0a7b24f2387070174d4f9,355,916,unique_sequence,exact_0290,mmseqs_0287,ECOD_X_232,union_0134
1sdi_A,train,83b107d5dfcc72ab43c6f216f32fe80666f73425d7ed16b6e13c2c9cd8ca85bc,213,389,unique_sequence,exact_0214,mmseqs_0214,ECOD_X_578,union_0136
1t8k_A,train,985351cbeb7795d012151d1b7eb21b9240d6860fbe4c7632385b052146110634,77,650,unique_sequence,exact_0222,mmseqs_0221,ECOD_X_132,union_0139
1tt8_A,train,bd4a517173ca7e1a19d944f79d5f935892b3b41aa0b2fd3d9a12b27eaa509192,164,500,unique_sequence,exact_0231,mmseqs_0230,ECOD_X_814,union_0141
1tzw_A,train,c65beba689ac291dc425dbcdeab8162b339b8c28fd190fa90a776134fbc5126f,142,767,unique_sequence,exact_0232,mmseqs_0231,ECOD_X_195,union_0142
1u55_A,train,daa122cff2bfc5be49cc4487087e96f44eed6ca5d380a0359d2fb6b7d0b628a0,188,513,unique_sequence,exact_0235,mmseqs_0234,ECOD_X_873,union_0143
4u9b_A,train,38c2f3c2fafe320a19d04f133ec1d5222f06014a1411f29fadfc5600219a0f03,187,357,unique_sequence,exact_1083,mmseqs_1040,ECOD_X_873,union_0143
1u7k_D,train,e3137f6b5cee21bbd4ae53134b7155e460e7f6045c0c1665b68d77d16412c65e,131,578,unique_sequence,exact_0238,mmseqs_0236,ECOD_X_170,union_0145
3g28_A,train,e0d89a85c3baec2ffe6062a84f44d6a49e599baae92fdbc15e36f29de7ff1a6c,77,376,unique_sequence,exact_0742,mmseqs_0714,ECOD_X_170,union_0145
1u84_A,train,aebb929cafab6ce31b23e0344d43fef47070f5e1b5cd625c9cf89f6d19cb7638,90,88,unique_sequence,exact_0239,mmseqs_0237,ECOD_X_592,union_0146
1ugp_A,train,81afe20109fe0ad249e54a439f714db4a14e3529c770113707b489527717e842,203,1018,unique_sequence,exact_0241,mmseqs_0239,ECOD_X_830,union_0147
1uoy_A,train,309d5c60726d55764696ba16fcee26fc79d17267e84ebda2c30f10a6e706a500,64,258,unique_sequence,exact_0243,mmseqs_0241,ECOD_X_928,union_0149
1upt_D,train,d9ff7c7584506a5b2baf15b86845c00b198d465869008ede84927f280b95a487,60,580,unique_sequence,exact_0244,mmseqs_0242,ECOD_X_548,union_0150
1uz3_A,train,ccc6a1711827adc0b6d89489dc8e5355bb990606421f469a9e605435fad61424,102,198,unique_sequence,exact_0249,mmseqs_0247,ECOD_X_4133,union_0152
1v7z_F,train,16c002c1ec20819d8c056797ef2e30d460ea1708f2969b6a282034e7edd33e27,260,1187,unique_sequence,exact_0253,mmseqs_0251,ECOD_X_7539,union_0155
1v9m_A,train,22cc6d2f0ad8877b193711fef4c52c00c18a180cc80ebf38a8f4c1947d25ee34,323,360,unique_sequence,exact_0254,mmseqs_0252,ECOD_X_5060,union_0156
3c1q_B,train,f2df294fb3301177debe5b174e6e35222f5b713fc629d21b824d6aefc2199b95,123,624,unique_sequence,exact_0678,mmseqs_0651,ECOD_X_5060,union_0156
1vaj_A,train,5420b53dce1f738cedbf4ba271abf08da621c3b6ab8bc6c793d01fba0fc88aad,214,766,unique_sequence,exact_0255,mmseqs_0253,ECOD_X_4139,union_0157
1vbi_A,train,f0bb37f71f6945837927ef56d3ac172ffa3e3c18df9ac3ad0a82248d7dee7606,344,944,unique_sequence,exact_0256,mmseqs_0254,ECOD_X_276,union_0158
1vbw_A,train,fa73ae1233d7c0a3c5d916325e045f7094a3ce115ff374492c1732b1fd07ecbb,68,859,unique_sequence,exact_0257,mmseqs_0255,ECOD_X_294,union_0159
1vcc_A,train,be5657ba37aa6997b1168f4078028027acabbd12f8f371cc016b8d7b1203447b,77,660,unique_sequence,exact_0258,mmseqs_0256,ECOD_X_818,union_0160
1vyi_A,train,25bf82574d0fc4671cafee4a961dca6df2e4923ac18f011c33f5858958c0baea,112,811,unique_sequence,exact_0266,mmseqs_0264,ECOD_X_4069,union_0165
1vzy_B,train,9213bd113d707e36148d9eeb34b1927a9d491d6125e1f7a22c1664e75a5dd879,291,1057,unique_sequence,exact_0267,mmseqs_0265,ECOD_X_4203;ECOD_X_848,union_0166
1w2w_A,train,ef2b1a16f691adb1af633c77fa5d4cf0e361578ac1147aeb4d2c161de6734c18,211,1165,unique_sequence,exact_0268,mmseqs_0266,ECOD_X_3651,union_0167
1w53_A,train,9d7fc00661a35cc01269002fe7c06b75e18d4156db537a5354bb45d6b14068e5,84,968,unique_sequence,exact_0269,mmseqs_0267,ECOD_X_4982,union_0168
1wbe_A,train,a4ab930ae88c45ce275ce8c0804825d1234e11e2a18d70079e31928ae45911df,209,384,unique_sequence,exact_0270,mmseqs_0268,ECOD_X_631,union_0169
1whi_A,train,659a5dc7301f8881d1810ba3d3edad62e40e1c7da16a6d00a8621a0c0f2500c7,122,684,unique_sequence,exact_0273,mmseqs_0271,ECOD_X_3174,union_0170
1wna_A,train,b96e8d15a545294319ec1c7a7cc6d2edbe7c50f4b0bb9917a12679b98ace5d89,131,461,unique_sequence,exact_0276,mmseqs_0274,ECOD_X_4263,union_0172
1wpb_A,train,e2193dc0392f8a77c707922f346082c45716f4e79729ccb9fe55b58d99d27911,172,789,unique_sequence,exact_0277,mmseqs_0275,ECOD_X_4359;ECOD_X_4981,union_0173
1wq6_A,train,fd3f0b207f8daf146f5432a370a412eb7ebf318fd6f95223446e62d4ae7bd1c3,72,1117,unique_sequence,exact_0279,mmseqs_0277,ECOD_X_6007,union_0175
1wq8_A,train,a6025663da7792e8e6d2256b7f6335d617f7ed3289fc83919e93daebae3036b7,110,118,unique_sequence,exact_0280,mmseqs_0278,ECOD_X_385,union_0176
2gh0_D,train,b0868ffa60d4fd84107d6d54a5958334c52ff08d5cb8fbee4e1d93fe54db3b6e,101,1305,unique_sequence,exact_0410,mmseqs_0401,ECOD_X_385,union_0176
1xo7_B,train,c6f0b5836ff4faead2ca5ac5caa87e1f175ab4f48cc7896bb179b8fe293a6fce,166,743,unique_sequence,exact_0293,mmseqs_0290,ECOD_X_75,union_0182
2cfe_A,train,b8a214617f073680261b82d72ca532423c5a76c143c4f1143d45f3f9616f9ee8,162,1058,unique_sequence,exact_0356,mmseqs_0290,ECOD_X_75,union_0182
1xvg_E,train,9741dfcf293977801e3fb27d9089df42d362524410d8b857c16c90939167091c,170,358,unique_sequence,exact_0297,mmseqs_0293,ECOD_X_640,union_0183
1y0n_A,train,57cddb09d7c5a11e7b4556442f268589669a5574050212e1c71a08c51078d687,78,275,unique_sequence,exact_0299,mmseqs_0295,ECOD_X_4137,union_0184
1yoz_B,train,160a97b82d7eb60a95e9da05a4a99ad64b7bb17fb1852b2153e398ca053ccac9,116,804,unique_sequence,exact_0304,mmseqs_0299,ECOD_X_4204,union_0186
1ypy_A,train,6dab0196632c52dd53f9f720bc4644dac834c3f85b340f1be4d67fdfbd130174,184,905,unique_sequence,exact_0305,mmseqs_0300,ECOD_X_3607,union_0187
1z1l_A,train,b7db69aef9223e38db80049061852ad69cf685d0c75215ef9a6d591f0426ae7c,345,689,unique_sequence,exact_0311,mmseqs_0305,ECOD_X_131,union_0189
3nr1_A,train,7f3867f254a725d4886660fd36831acf2bc43b1f49f250f33b94d59022e71304,178,1265,unique_sequence,exact_0865,mmseqs_0831,ECOD_X_131,union_0189
1z21_A,train,8f8402abf6a6b1a9493d4fa15df4aac4a06b2c15439f5aa26d29aff6cbe7c211,112,1182,unique_sequence,exact_0312,mmseqs_0306,ECOD_X_532,union_0190
1z2u_A,train,51ac447f9fc2af82ed522516f0d3ab01f06e631ca55cee295cca9feecd1f5b87,150,1111,unique_sequence,exact_0313,mmseqs_0307,ECOD_X_216,union_0191
1zdy_A,train,e3a14df9ad87c58b6199c7afc49c910e28678ac7241f834f18c226d9e894fce0,307,1027,unique_sequence,exact_0316,mmseqs_0310,ECOD_X_4194,union_0193
1zn6_A,train,730b6d1614828f46c4c9d12ff69aed357db6cd76d695c1aee424905673b88220,227,1347,unique_sequence,exact_0318,mmseqs_0312,ECOD_X_4188,union_0195
2ad6_D,train,613c94f45ca55321225377321bd28ebb612bb22c4ea8d19c9a804f21b7cd7e8c,69,219,unique_sequence,exact_0327,mmseqs_0321,ECOD_X_582,union_0197
2aj7_A,train,5f29e2a18dcfba760cc21f2dd42fd0a2508a8f927617f2f33418153803e764b6,163,557,unique_sequence,exact_0330,mmseqs_0323,ECOD_X_4071,union_0198
5jak_A,train,ed7aac57df35784b5ab0dabc1095e9dd754e308c8ce1079b859844789753a0e7,151,632,unique_sequence,exact_1182,mmseqs_0323,ECOD_X_4071,union_0198
2at8_X,train,2c82c0dd37e1c1a0c62add6dc3f2f8647f269ba73d289618d97d07e237495323,184,150,unique_sequence,exact_0332,mmseqs_0325,ECOD_X_9,union_0199
2b97_A,train,22919395d1f1dbbb14480e252dc9cc43e0a43a142f5f7f831feb0f2a3311e8c9,71,65,unique_sequence,exact_0340,mmseqs_0333,ECOD_X_707,union_0201
7s86_A,train,e5f17b630723b3e4c13a03da6bcd32871044e75260d84f95f9273e6f4399f83e,99,1243,unique_sequence,exact_1371,mmseqs_1303,ECOD_X_707,union_0201
2b9d_A,train,9f6067f0356fdfd144cc6f869291eb5272e3202ddb93a3530ec33d5bfa763d66,52,855,unique_sequence,exact_0341,mmseqs_0334,ECOD_X_4123,union_0202
2bjq_A,train,c76d6bba909cfb536688dabafa311925269b7c193953ed23d049e18af0f83a8e,345,726,unique_sequence,exact_0345,mmseqs_0338,ECOD_X_4184,union_0205
2bti_A,train,462f2f3c0f21d415161257df6a61aa53052af85b027d5b70f40afa8c5a7094ec,63,798,unique_sequence,exact_0351,mmseqs_0344,ECOD_X_4313,union_0207
2bw3_B,train,f38c33726556c1a2bf48122647d80228cc5ea84b8eaf735364b66f2cdd15c0f6,84,76,unique_sequence,exact_0352,mmseqs_0345,ECOD_X_4202,union_0208
2cg7_A,train,3941c8eaf7bbbffa20e48e5dc664e694a13f3a4ecd47b50dd6d7e9d2de3fa6f0,90,977,unique_sequence,exact_0357,mmseqs_0349,ECOD_X_391,union_0210
5nir_A,train,08978a255e8953a1c30474b64b7e7a92a7046e194a247ff306a51d2cb50b0394,74,720,unique_sequence,exact_1208,mmseqs_1154,ECOD_X_391,union_0210
2db7_A,train,d08ecef858553f663e5e25d873009564449d6240a20adafa52851669094ffce2,64,611,unique_sequence,exact_0365,mmseqs_0357,ECOD_X_4082,union_0213
2dlb_A,train,0d7bb165aff5a866db958673a338e8912b7dcba5c300f6e457e379454894f0bb,80,330,unique_sequence,exact_0367,mmseqs_0359,ECOD_X_4098,union_0214
2dt4_A,train,acff25a75cf5e438573a64ede610435802847a327c98d63a32605a5fdf7e8218,143,790,unique_sequence,exact_0368,mmseqs_0360,ECOD_X_4111,union_0215
2dwk_A,train,b9b9c3fc16f35345d8a7b4da1610b014bf1741d128085ed7649e7610a38525ba,180,1025,unique_sequence,exact_0371,mmseqs_0363,ECOD_X_4193,union_0216
2e6x_A,train,e02c717f44db1e0827920d6b3e2b4f241236f9d62e71e988ddc1fcefedb0143f,69,752,unique_sequence,exact_0373,mmseqs_0365,ECOD_X_6053,union_0217
2e8e_A,train,2a9dc9d359b223c23bce11939b03b010026157015b16adc19767cd83408be451,132,764,unique_sequence,exact_0376,mmseqs_0368,ECOD_X_324,union_0219
2onf_B,train,562d8f07768a31db5cb2b5dfa7a8bfac827a82ef7efbb3ed68c82c4c568c88ce,140,520,unique_sequence,exact_0479,mmseqs_0465,ECOD_X_324,union_0219
2ebb_A,train,f903393e178fce8ca10301f4ae25dece4706cc1d79274535b724a7ba9609dbc6,101,649,unique_sequence,exact_0377,mmseqs_0369,ECOD_X_305,union_0220
2ed6_A,train,9a2b657da9f7037dc03b10c58c3a4c7592064680c60d87cd4ea7477767f78591,170,478,unique_sequence,exact_0378,mmseqs_0370,ECOD_X_4242,union_0221
2end_A,train,50fba1fb2d9133329518275973e5e07134fa8d91b451825e785ad5bb79d9f90f,138,1292,unique_sequence,exact_0381,mmseqs_0373,ECOD_X_615,union_0223
2erl_A,train,8cfca45e6798a82ea246e614e53a8bdc8dd951beac2efe97e51e041337cdb7a8,40,512,unique_sequence,exact_0383,mmseqs_0375,ECOD_X_369,union_0225
2es9_A,train,31a8a960d8385a46acab3a33ed3f4c50394585a04991f5cda2c6edf11b270a29,115,402,unique_sequence,exact_0384,mmseqs_0376,ECOD_X_4254,union_0226
2f60_K,train,1278d1b830dd6d88244b4dd01e682cf73b61be128cec323530c0046b6f1bb6dd,64,1322,unique_sequence,exact_0387,mmseqs_0379,ECOD_X_147,union_0227
2f6e_A,train,11afeff633dc1706a408f2673a7f27792042085f0fa6b7a5b310e096be5a8f9b,127,62,unique_sequence,exact_0388,mmseqs_0380,ECOD_X_702,union_0228
2v05_A,train,11a088d1d7bae7e2ff631ff17f64632e019940e533f58047986e4e549ffe739c,311,1170,unique_sequence,exact_0552,mmseqs_0533,ECOD_X_702,union_0228
2fb5_A,train,8a703d3e5a8fa1e7608adb19d90b2fa16e7235880fa3a369b266aa5051e3555f,205,364,unique_sequence,exact_0389,mmseqs_0381,ECOD_X_4279,union_0229
2fhz_A,train,0e28c73f1952e962e1ab9942c8782413ed1578cc46dea165e3cdd19380f9ff14,109,682,unique_sequence,exact_0393,mmseqs_0385,ECOD_X_4222,union_0231
2fip_A,train,ac4e6d1fb0a98dbad72a9663287334f0b2b7b05400f6c09b4e4f1ba3e29b782f,115,873,unique_sequence,exact_0395,mmseqs_0387,ECOD_X_3429,union_0232
2fj8_A,train,b050e1e9b590796bf751f967bdbe004f6fa929472df2b00a0b3ca286cf49a645,125,77,unique_sequence,exact_0396,mmseqs_0388,ECOD_X_359,union_0233
2fma_A,train,4208482d0ac836a02099a8f70ff6a296d0a3fe29e18a92347160a569ffa50c8c,59,832,unique_sequence,exact_0397,mmseqs_0389,ECOD_X_872,union_0234
2fp1_A,train,6ce642a41896894d68a0d21f51f73cb56daa49f5ebb919483d8146fa489060c9,166,210,unique_sequence,exact_0399,mmseqs_0390,ECOD_X_164,union_0235
5hub_A,train,6b219d0048669b41e1f41429af59d3322aaf1196c1f85941bd812a0e0fc8be40,90,532,unique_sequence,exact_1168,mmseqs_1120,ECOD_X_164,union_0235
2ftx_A,train,ea2774a82b418b4818a2d91c14cef938696631ea86980b207baf379ea5754898,90,986,unique_sequence,exact_0400,mmseqs_0391,ECOD_X_4099,union_0236
2fyg_A,train,9d9dd370627322f65a31959973ba1ff4b522bbd33a9abd74e8086cda1445f668,128,1144,unique_sequence,exact_0401,mmseqs_0392,ECOD_X_4136,union_0237
2fzp_A,train,e30dd3965c11992f00e9351ddebfa6c72898881ccbc5bec7390390b699f8e355,144,1008,unique_sequence,exact_0402,mmseqs_0393,ECOD_X_4347,union_0238
2g64_A,train,490752c47f00cdc9f066932d0332b099fa9aa57ad138eb06dab04bf9136ba2ee,140,952,unique_sequence,exact_0403,mmseqs_0394,ECOD_X_230,union_0239
4xdu_A,train,2f34a54dfac8915b40e159ba2d0a14d0e57ee9cae2109d2432733ea668672056,340,1092,unique_sequence,exact_1100,mmseqs_1056,ECOD_X_230,union_0239
2g7o_A,train,ca87edd40c9a6152b38bca7f4f4d28098918de05a5145d97a59a3d9bc5bdaa95,70,581,unique_sequence,exact_0404,mmseqs_0395,ECOD_X_4288,union_0240
2gc4_B,train,ec2cc54c646058e910ff170dd865c33ae104d504b3058f9b12a31fe67f80fe19,131,305,unique_sequence,exact_0405,mmseqs_0396,ECOD_X_914,union_0241
2gg2_A,train,78d2ee0cbd06bad59e9a07aaffbc960469ec24a8779e38cb93fda4eb0765b28a,263,1212,unique_sequence,exact_0408,mmseqs_0399,ECOD_X_283,union_0243
2gib_B,train,dedd23f3148359478734f4befa70ef2543a8cd9e65edad54a75af7d6ecf1680b,103,242,unique_sequence,exact_0411,mmseqs_0402,ECOD_X_808,union_0244
2gke_A,train,aa5f7c14804803146b638c1c9124a0987eeb992d07661d42d2a5d390b5d8669d,274,493,unique_sequence,exact_0412,mmseqs_0403,ECOD_X_286,union_0245
6l4l_A,train,284fafb38a21c6b2e262ab1168f4d24a626ef54bcb6c9f11901c06b2936e9463,281,442,unique_sequence,exact_1305,mmseqs_1242,ECOD_X_286,union_0245
2gkp_A,train,02e6bd141de19d8954eabe41da5440b7e57107b3165185e21dc84362063b2231,167,458,unique_sequence,exact_0413,mmseqs_0404,ECOD_X_4269,union_0246
2gpi_A,train,16e2c3cc09955936df96a866788c16057c1bb19b393bb1ebfd716da1767ce401,91,314,unique_sequence,exact_0417,mmseqs_0407,ECOD_X_4152,union_0247
2gs5_A,train,1532e57e9cc437d44eee9575d6aaa7bbe02e99982d90d4e98485a3152b06269a,198,1148,unique_sequence,exact_0418,mmseqs_0408,ECOD_X_4113,union_0248
2hba_A,train,596430a5d7b79b1e659b3351169ed42070db33725d43433826136b8fb83dbcb8,52,222,unique_sequence,exact_0423,mmseqs_0413,ECOD_X_4076,union_0250
2pst_X,train,5c2b64d254c443b56c019074beea2d7ec3f31f8e1e8a81dc3bedf6b7acb3b8c6,74,592,unique_sequence,exact_0513,mmseqs_0496,ECOD_X_4076,union_0250
2hng_A,train,73ec1e3799a5865678d087d6ceb2341883a4fc5e0fbdc5aba00be90de57cafa9,127,1023,unique_sequence,exact_0426,mmseqs_0415,ECOD_X_504,union_0252
2hnu_A,train,4f8a886a462654605df7bdee20ad11f80d2a58132b21ccf2de61a66b812c6326,81,1168,unique_sequence,exact_0427,mmseqs_0416,ECOD_X_709,union_0253
2hxm_A,train,f9841119326fdefbdc84a9466d6e8b84ad4500f708915aec0eb2ec0e64a338be,223,1279,unique_sequence,exact_0431,mmseqs_0419,ECOD_X_7569,union_0255
2i5u_A,train,530c6a1e51123f8b977cf98d6d5191b812a37cb13db9fb117b5b5e4d077b90c8,83,453,unique_sequence,exact_0435,mmseqs_0423,ECOD_X_4230,union_0257
2i5v_O,train,dc04334fe09d0d8f0252be2030bb9a1526886b1bcc7a6c7a2dfdef492d57a286,251,143,unique_sequence,exact_0436,mmseqs_0424,ECOD_X_77,union_0258
2i9x_A,train,524a1fe5a4fe6e81a90543c4510759fa2f311d161bd02d2985b92c9dd65be15d,87,1303,unique_sequence,exact_0439,mmseqs_0427,ECOD_X_4180,union_0259
2ia1_A,train,2ab6d1a349418859a1eb5bf9624ce7275078bb620babc94598ba4e1beeec9a06,178,249,unique_sequence,exact_0440,mmseqs_0428,ECOD_X_4090,union_0260
2iay_A,train,1ffc00e0ff3698a39691fa3925e4aaf9ea14732fe716a750f0132b8572633dcb,114,570,unique_sequence,exact_0441,mmseqs_0429,ECOD_X_4097,union_0261
2it2_B,train,70c566ad0794957914a24ef97eede41a5e0bb80dd2e5d8733e91f7a0311514d3,200,616,unique_sequence,exact_0451,mmseqs_0438,ECOD_X_871,union_0263
2ixm_A,train,56c3d99b6cd3d160ff7887118c1c1fc304c583cca9989b97571c43a7a682ddd4,303,487,unique_sequence,exact_0452,mmseqs_0439,ECOD_X_4273,union_0264
2j6a_A,train,af4319e235d16723ca329bd8c22635072e28f5541d0b1f15d6214c5a33bd348b,141,763,unique_sequence,exact_0453,mmseqs_0440,ECOD_X_4294,union_0265
2nuk_A,train,f9c824dffd4af0314eb1c386ac1a6be025dc2dac9cd772e12be3c6f04bfcb3c5,141,844,unique_sequence,exact_0469,mmseqs_0456,ECOD_X_4294;ECOD_X_66,union_0265
2j6b_A,train,c0e920ef41c503d750bcfb82e5ae212173fe05bbc298d2cce7ca3afe1973966d,109,369,unique_sequence,exact_0454,mmseqs_0441,ECOD_X_4259,union_0266
2jek_A,train,ef02a052fb4ade584cb486b36749c55883d499a9595ba5380a8cf79b0b87dc2b,145,1220,unique_sequence,exact_0458,mmseqs_0445,ECOD_X_4240,union_0267
2jft_A,train,8ddbfaeec105545da9c26f47cb3c0767a21b10e93065d4797181af91e6e44ac8,234,674,unique_sequence,exact_0459,mmseqs_0446,ECOD_X_210,union_0268
2lis_A,train,930837192e13cf6ca6a4b4f016339c8bfd32bcb609a7d18457a9e20c8846a184,136,22,unique_sequence,exact_0463,mmseqs_0450,ECOD_X_163,union_0269
5ii7_A,train,52d3b842e119c1f53a50e220e54dcb02748d3fbc2687db2caf95d61582c83907,138,205,unique_sequence,exact_1172,mmseqs_0450,ECOD_X_163,union_0269
2nnu_A,train,49c76b2ff1ebaa04f9e65bc29ed0cf8e103550f7ff3e243645c054097b89b170,205,788,unique_sequence,exact_0465,mmseqs_0452,ECOD_X_3017;ECOD_X_52,union_0271
2nsa_A,train,f4cf7e42370535ab150cee35847df89cc9a423e5525ae788b68f0e8772f8a73c,170,349,unique_sequence,exact_0467,mmseqs_0454,ECOD_X_589,union_0272
2nwv_A,train,e1b18c16d31137276f456f4e04d9f40765209d67099140c1869baddfca792173,114,279,unique_sequence,exact_0470,mmseqs_0457,ECOD_X_4276,union_0273
2o4t_A,train,0149a8f3e5fd682b8aeaf7541f47c7d77c27b38ab01898550850db69ef04724c,100,1350,unique_sequence,exact_0471,mmseqs_0458,ECOD_X_4125,union_0274
2o74_F,train,1e1c55a60876ad1ed6fdfbf84c6fef4a462f354760934822fc212f9a22e76940,174,367,unique_sequence,exact_0473,mmseqs_0459,ECOD_X_4110,union_0275
2oeb_A,train,5d81fbc8b5f8202a74bccbdfdc054ce1b97bbeb27401d46e6e7540d9b151804d,155,559,unique_sequence,exact_0476,mmseqs_0462,ECOD_X_563,union_0276
2oez_B,train,e82a62452dc6316538b0f56e3a904b0ade2554ff0166b8b700070b9e4a8a830a,247,247,unique_sequence,exact_0477,mmseqs_0463,ECOD_X_4287;ECOD_X_4946,union_0277
2oxl_B,train,0190a0180195f34e77178257783f00ab2832bcde69533e0184190ce9eb79bf37,64,84,unique_sequence,exact_0485,mmseqs_0471,ECOD_X_639,union_0280
2oy9_B,train,3b553b62b57854f3f4563a4ad6f4a2531016f12b0fb4e183f88794937f70309e,98,140,unique_sequence,exact_0487,mmseqs_0473,ECOD_X_4296,union_0282
2p12_A,train,02ad4e0bc1a8603aabe433ef5eea12f0f4323958a02928e9d87f81202e7a0710,176,494,unique_sequence,exact_0490,mmseqs_0475,ECOD_X_4237,union_0284
2p2v_A,train,e2e1973c01d3032e59bf88ae2e1690584284f4720a2dad2fd2eaf135dfa1a6bb,288,880,unique_sequence,exact_0491,mmseqs_0476,ECOD_X_7555,union_0285
2p3p_B,train,210aa85554ede0b596c3574acf9a9af8baa88276388a24701631b0055e55a566,207,667,unique_sequence,exact_0492,mmseqs_0477,ECOD_X_4350,union_0286
2p58_A,train,30d0055913a87c5efa8b871c577d7a7f343966b59afda15ffbeea66b733bb02e,65,995,unique_sequence,exact_0494,mmseqs_0479,ECOD_X_3812,union_0287
2p6v_A,train,aa6079a9919245cd5bd682c86d1bb91fcd483a4aa96b22e52b2a6a0d154ab2e9,114,289,unique_sequence,exact_0496,mmseqs_0480,ECOD_X_4218,union_0288
2p9x_D,train,76c2db5f68eac07e71a042961cbd5c13c860b7c20557ba07f05402e79664b7db,99,429,unique_sequence,exact_0498,mmseqs_0481,ECOD_X_6049,union_0289
2pbk_B,train,51ded7739bcfee0bea939e6327c57360888c1f5e43034a6e1789a62a3fe55974,228,1323,unique_sequence,exact_0501,mmseqs_0484,ECOD_X_50,union_0291
2pfx_A,train,b640e4ff23573a298361dae3935df82d205caae6136eacd0c2bbd9fb49cb0d12,191,112,unique_sequence,exact_0503,mmseqs_0486,ECOD_X_608,union_0292
2ppv_A,train,0e40babcd22189819848212ea4d3772a7438781d9ba4cf21aa6752d60797a7c1,332,1226,unique_sequence,exact_0508,mmseqs_0491,ECOD_X_7513,union_0294
2q7x_A,train,fd9fd8f4a721c0d8fbeacbf5af151a18115f55ab8de05c226497925247691b3c,326,1316,unique_sequence,exact_0521,mmseqs_0491,ECOD_X_7513,union_0294
2pqx_A,train,1fbbcfa41ab567612e998e69a25d8b371e84eecb14f72fecf49ff9309a3bb83d,245,835,unique_sequence,exact_0510,mmseqs_0493,ECOD_X_280,union_0295
2pu9_A,train,d804549142eaca56954ec2d35cd7e4e3c1210a8076fa13cb685cd83fcd65185b,110,1364,unique_sequence,exact_0515,mmseqs_0498,ECOD_X_911,union_0296
2pv4_A,train,2ff976870d0fa1d03f5ef4975ca60444bc538770fcdd761d0552cff5694ed866,145,30,unique_sequence,exact_0516,mmseqs_0499,ECOD_X_524,union_0297
2pw8_I,train,d344c4805111b9974d0ad6df8bc36e540824b5d51b2d4e5c3b879b16829ce1e5,65,1125,unique_sequence,exact_0517,mmseqs_0500,ECOD_X_351,union_0298
2pyq_B,train,510a432b51ac94114943f1c588cbb070c627432c638becf482c50438a187389b,114,526,unique_sequence,exact_0519,mmseqs_0502,ECOD_X_4201,union_0299
2q2g_A,train,b761c1239dc8e2b754dea61bf9781bc2917abe210d9f7e12cbfa3f8f35c08b71,180,973,unique_sequence,exact_0520,mmseqs_0503,ECOD_X_67,union_0300
2q9r_A,train,ab623225c73308696e653bf351c599302f451259a34bfe6a4635d1ee596d45ce,200,653,unique_sequence,exact_0522,mmseqs_0504,ECOD_X_3813,union_0301
2qhq_B,train,1f834cf74a6615e7f1d4d7776d27be37dee2dcfeb0229e90ee3dbd124d6f0d65,125,987,unique_sequence,exact_0526,mmseqs_0508,ECOD_X_3438,union_0302
2qnl_A,train,b44381c8f42f8e80978deb9e1bee847bbd72999f4b9622dfbf172e6252e0ab99,162,1063,unique_sequence,exact_0530,mmseqs_0512,ECOD_X_620,union_0303
5cof_A,train,8b017bf131ac0681b4faafe5b516e4742fa1b7ea161273cc7c954b504972d7db,173,750,unique_sequence,exact_1136,mmseqs_1090,ECOD_X_620,union_0303
2qp2_A,train,398737272360af68860e137263c0834ee06c8cfb4aec3f502f726307c5eebe52,511,438,unique_sequence,exact_0531,mmseqs_0513,ECOD_X_3448;ECOD_X_5089,union_0304
2qsk_A,train,ef0e3bb89e4b84dd15a3ac0240869dc24509f81814bde38cb296c872e2712882,95,424,unique_sequence,exact_0534,mmseqs_0516,ECOD_X_6025,union_0306
