protein,contact_record_present,mapping_accepted,status,error,mapping_status,alignment_identity,input_coverage,experimental_method,resolution_angstrom,pdb_file,contact_source_json,pdb_atom_count_first_model,water_primary_eligible,water_eligibility_reason,target_chain_ids,n_target_heavy_atoms,n_target_polar_atoms,n_foreign_chain_polar_atoms,n_ordinary_contact_edges,n_nonlocal_contact_edges,n_contact_communities,n_ecod_labeled_residues,n_ecod_domains,all_water_count,occupancy_pass_count,bfactor_pass_count,retained_water_count,excluded_foreign_chain_contact_count,protein_bfactor_median,protein_bfactor_scaled_mad,water_bfactor_limit
3h0n_A,True,True,ok,,aligned,1.0,0.9787234042553191,X-RAY DIFFRACTION,1.45,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h0n.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1678.0,True,eligible,A,1410.0,538.0,0.0,852.0,487.0,10.0,184.0,1.0,240.0,240.0,65.0,61.0,0.0,11.14,2.5500719999999997,18.790216
3h1d_A,True,True,ok,,aligned,1.0,0.9432098765432099,X-RAY DIFFRACTION,1.89,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h1d.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3547.0,True,eligible,A,3170.0,1145.0,0.0,1773.0,1015.0,16.0,382.0,1.0,357.0,357.0,323.0,260.0,0.0,25.3,8.717687999999997,51.453064
3h1w_A,True,True,ok,,aligned,1.0,0.9923664122137404,X-RAY DIFFRACTION,1.94,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h1w.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3229.0,True,eligible,A,2967.0,1072.0,0.0,1977.0,1203.0,15.0,390.0,3.0,240.0,240.0,148.0,133.0,0.0,15.01,4.9370579999999995,29.821174
3h2d_B,True,True,ok,,aligned,1.0,0.9935483870967742,X-RAY DIFFRACTION,1.86,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h2d.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2417.0,True,eligible,B,1121.0,393.0,382.0,752.0,447.0,8.0,154.0,1.0,163.0,163.0,78.0,38.0,6.0,25.18,4.610885999999999,39.012657999999995
3h5q_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.94,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h5q.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3696.0,True,eligible,A,3263.0,1207.0,0.0,2332.0,1463.0,6.0,436.0,3.0,406.0,406.0,292.0,244.0,0.0,25.01,5.0556659999999995,40.176998
3h8t_A,True,True,ok,,aligned,1.0,0.9528795811518325,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h8t.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3432.0,True,eligible,A,1429.0,521.0,521.0,918.0,557.0,11.0,182.0,1.0,432.0,432.0,201.0,86.0,0.0,10.87,3.454458,21.233373999999998
3h93_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3h93.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1850.0,True,eligible,A,1504.0,525.0,0.0,887.0,506.0,8.0,192.0,2.0,322.0,322.0,55.0,55.0,0.0,11.425,3.3580890000000005,21.499267000000003
3hdj_B,True,True,ok,,aligned,1.0,0.9936102236421726,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hdj.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5090.0,True,eligible,B,2278.0,849.0,841.0,1653.0,1034.0,9.0,311.0,2.0,500.0,500.0,256.0,132.0,4.0,12.85,4.685016,26.905048
3hfw_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.92,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hfw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2943.0,True,eligible,A,2783.0,1013.0,0.0,1965.0,1254.0,8.0,357.0,1.0,130.0,130.0,89.0,87.0,0.0,10.43,2.475942,17.857826
3hgl_A,True,True,ok,,aligned,1.0,0.9176470588235294,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hgl.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,666.0,True,eligible,A,605.0,233.0,0.0,343.0,190.0,5.0,78.0,1.0,61.0,61.0,46.0,41.0,0.0,31.12,5.989704000000003,49.089112000000014
3hlz_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hlz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,4694.0,True,eligible,B,2102.0,753.0,745.0,1268.0,733.0,14.0,269.0,2.0,448.0,448.0,249.0,110.0,4.0,22.41,3.3432630000000008,32.439789000000005
3hms_A,True,True,ok,,aligned,1.0,0.900990099009901,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hms.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,861.0,True,eligible,A,748.0,270.0,0.0,421.0,242.0,8.0,91.0,1.0,108.0,108.0,68.0,51.0,0.0,17.095,8.710275,43.225825
3ho6_A,True,True,ok,,aligned,1.0,0.9400749063670412,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ho6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,8575.0,True,eligible,A,1998.0,738.0,718.0,1269.0,773.0,13.0,251.0,1.0,648.0,648.0,331.0,177.0,3.0,25.1,6.960807,45.982421
3hol_A,True,True,ok,,aligned,1.0,0.9921414538310412,X-RAY DIFFRACTION,1.98,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hol.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,4332.0,True,eligible,A,3895.0,1447.0,0.0,2629.0,1622.0,27.0,505.0,4.0,437.0,437.0,435.0,351.0,0.0,18.5,10.511633999999999,50.034901999999995
3hvv_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.75,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hvv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1540.0,True,eligible,A,1247.0,458.0,0.0,840.0,509.0,6.0,167.0,1.0,293.0,292.0,278.0,192.0,0.0,20.72,9.162467999999999,48.207404
3hxw_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.93,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3hxw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,4359.0,True,eligible,A,3516.0,1298.0,0.0,2173.0,1294.0,15.0,441.0,2.0,775.0,775.0,302.0,245.0,0.0,19.89,6.478962000000001,39.326886
3i94_A,True,True,ok,,aligned,1.0,0.9798387096774194,X-RAY DIFFRACTION,1.04,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3i94.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,3593.0,True,eligible,A,1943.0,705.0,0.0,1168.0,685.0,10.0,243.0,1.0,375.0,374.0,128.0,110.0,0.0,13.58,4.344017999999999,26.612054
3ib5_A,True,True,ok,,aligned,1.0,0.9827586206896551,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ib5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3195.0,True,eligible,A,2648.0,985.0,0.0,1636.0,955.0,11.0,342.0,2.0,525.0,525.0,246.0,219.0,0.0,15.315000000000001,4.677603000000001,29.347809000000005
3ic3_B,True,True,ok,,aligned,1.0,0.9504950495049505,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ic3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,3348.0,True,eligible,B,754.0,278.0,784.0,324.0,138.0,25.0,91.0,1.0,355.0,355.0,131.0,22.0,17.0,12.09,4.180932,24.632796
3ig9_C,True,True,ok,,aligned,1.0,0.9615384615384616,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ig9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2677.0,True,eligible,C,584.0,212.0,641.0,336.0,189.0,6.0,75.0,1.0,309.0,309.0,294.0,67.0,1.0,23.92,9.829638000000003,53.40891400000001
3igz_B,True,True,ok,,aligned,1.0,0.9786096256684492,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3igz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,4898.0,True,eligible,B,4242.0,1590.0,0.0,2974.0,1879.0,16.0,549.0,2.0,631.0,631.0,506.0,395.0,0.0,12.55,8.132060999999998,36.94618299999999
3ii2_A,True,True,ok,,aligned,1.0,0.9554140127388535,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ii2.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1415.0,True,eligible,A,1285.0,446.0,0.0,694.0,397.0,11.0,150.0,1.0,116.0,116.0,112.0,84.0,0.0,28.33,11.727365999999995,63.51209799999998
3iiu_M,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.45,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3iiu.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1733.0,True,eligible,M,1120.0,408.0,0.0,698.0,399.0,5.0,151.0,1.0,287.0,287.0,44.0,39.0,0.0,8.14,2.105292,14.455876
3ijw_A,True,True,ok,,aligned,1.0,0.9888059701492538,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ijw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4551.0,True,eligible,A,2070.0,749.0,721.0,1324.0,797.0,9.0,265.0,1.0,336.0,336.0,308.0,165.0,10.0,23.755000000000003,9.036447000000003,50.86434100000001
3ikw_A,True,True,ok,,aligned,1.0,0.9973262032085561,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ikw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3321.0,True,eligible,A,2915.0,1057.0,0.0,1863.0,1122.0,16.0,373.0,2.0,381.0,381.0,182.0,158.0,0.0,15.54,4.507103999999998,29.061311999999994
3ilw_A,True,True,ok,,aligned,1.0,0.9872340425531915,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ilw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7983.0,True,eligible,A,3636.0,1374.0,1372.0,2302.0,1377.0,13.0,464.0,3.0,676.0,676.0,552.0,254.0,9.0,22.465,6.782894999999999,42.81368499999999
3im1_A,True,True,ok,,aligned,1.0,0.9908536585365854,X-RAY DIFFRACTION,1.65,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3im1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3010.0,True,eligible,A,2598.0,933.0,0.0,1457.0,810.0,15.0,325.0,3.0,412.0,410.0,292.0,214.0,0.0,31.58,8.028279000000001,55.664837000000006
3im3_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3im3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,454.0,True,eligible,A,419.0,153.0,0.0,188.0,91.0,5.0,50.0,1.0,29.0,29.0,26.0,20.0,0.0,32.57,10.467156000000003,63.97146800000001
3imk_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.45,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3imk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1466.0,True,eligible,A,1208.0,439.0,0.0,796.0,483.0,8.0,158.0,1.0,203.0,203.0,41.0,40.0,0.0,12.47,2.298030000000001,19.364090000000004
3ino_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ino.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2320.0,True,eligible,A,1136.0,419.0,394.0,659.0,376.0,8.0,143.0,1.0,111.0,111.0,81.0,54.0,3.0,25.41,4.610885999999999,39.242658
3ip4_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ip4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,9070.0,True,eligible,A,3716.0,1357.0,1697.0,2709.0,1742.0,11.0,460.0,1.0,801.0,801.0,286.0,160.0,21.0,23.255000000000003,4.885167000000003,37.91050100000001
3ipf_A,True,True,ok,,aligned,1.0,0.971830985915493,X-RAY DIFFRACTION,1.99,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ipf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1103.0,True,eligible,A,545.0,195.0,177.0,324.0,189.0,5.0,69.0,1.0,57.0,57.0,52.0,26.0,6.0,33.83,8.554602,59.49380599999999
3ipj_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.2,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ipj.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1767.0,True,eligible,A,754.0,277.0,277.0,423.0,236.0,11.0,95.0,1.0,257.0,257.0,117.0,47.0,4.0,12.535,3.469284000000001,22.942852000000002
3it4_B,True,True,ok,,aligned,1.0,0.9853658536585366,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3it4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6271.0,True,eligible,B,1456.0,568.0,1579.0,1001.0,600.0,6.0,120.0,1.0,631.0,631.0,325.0,60.0,27.0,20.405,4.129041,32.792123000000004
3it4_C,True,True,ok,,aligned,1.0,0.9698492462311558,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3it4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6271.0,True,eligible,C,1361.0,512.0,1635.0,1017.0,634.0,11.0,193.0,1.0,631.0,631.0,247.0,59.0,25.0,17.5,4.047498,29.642494
3jsy_B,True,True,ok,,aligned,1.0,0.9624413145539906,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jsy.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3599.0,True,eligible,B,1571.0,557.0,581.0,981.0,574.0,6.0,205.0,2.0,392.0,392.0,298.0,149.0,6.0,22.87,6.345528000000002,41.90658400000001
3jsz_A,True,True,ok,,aligned,1.0,0.9904761904761905,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jsz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,4884.0,True,eligible,A,4135.0,1484.0,0.0,2486.0,1449.0,11.0,520.0,2.0,712.0,712.0,349.0,277.0,0.0,20.58,5.337359999999997,36.59207999999999
3jtz_A,True,True,ok,,aligned,1.0,0.875,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jtz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,730.0,True,eligible,A,604.0,219.0,0.0,323.0,172.0,7.0,77.0,1.0,125.0,125.0,48.0,41.0,0.0,13.415,4.89258,28.09274
3ju3_A,True,True,ok,,aligned,1.0,0.9830508474576272,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ju3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,996.0,True,eligible,A,903.0,321.0,0.0,444.0,215.0,21.0,116.0,1.0,89.0,89.0,75.0,55.0,0.0,20.59,5.322533999999999,36.557601999999996
3ju4_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,0.98,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ju4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6903.0,True,eligible,A,5260.0,1949.0,0.0,3216.0,1879.0,66.0,670.0,4.0,1616.0,1614.0,307.0,283.0,0.0,7.41,3.2617199999999986,17.195159999999994
3jub_A,True,True,ok,,aligned,1.0,0.9411764705882353,X-RAY DIFFRACTION,1.2,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jub.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1375.0,True,eligible,A,1143.0,410.0,0.0,666.0,386.0,12.0,144.0,1.0,212.0,212.0,70.0,61.0,0.0,8.86,2.446289999999999,16.198869999999996
3jv1_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jv1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1500.0,True,eligible,A,1446.0,545.0,0.0,809.0,448.0,12.0,182.0,1.0,54.0,53.0,52.0,49.0,0.0,37.725,7.6502159999999995,60.675647999999995
3jz9_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3jz9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1754.0,True,eligible,A,1529.0,562.0,0.0,928.0,537.0,13.0,197.0,1.0,225.0,225.0,223.0,167.0,0.0,15.65,9.029034,42.737102
3k5j_A,True,True,ok,,aligned,1.0,0.994535519125683,X-RAY DIFFRACTION,1.4,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3k5j.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1793.0,True,eligible,A,1502.0,516.0,0.0,839.0,478.0,12.0,182.0,1.0,265.0,265.0,103.0,96.0,0.0,15.58,4.692429,29.657286999999997
3ka5_A,True,True,ok,,aligned,1.0,0.8769230769230769,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3ka5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1031.0,True,eligible,A,464.0,166.0,168.0,228.0,117.0,12.0,57.0,1.0,86.0,86.0,86.0,35.0,4.0,20.455,10.385612999999998,51.61183899999999
3kbb_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.74,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/3kbb.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2006.0,True,eligible,A,1733.0,619.0,0.0,1052.0,623.0,7.0,216.0,1.0,229.0,226.0,186.0,138.0,0.0,24.78,7.8726059999999976,48.397817999999994
